# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 5.83600e+01 1.54768e+00 1.54768e+00
2.04000e+00 5.73000e+01 1.23227e+00 1.23227e+00
2.27000e+00 5.52500e+01 1.04139e+00 1.04139e+00
2.54000e+00 5.10000e+01 8.64523e-01 8.64523e-01
2.82000e+00 4.53200e+01 7.30000e-01 7.30000e-01
3.13000e+00 4.18200e+01 6.51153e-01 6.51153e-01
3.46000e+00 3.63700e+01 5.52268e-01 5.52268e-01
3.83000e+00 3.14500e+01 4.60977e-01 4.60977e-01
4.22000e+00 2.63400e+01 3.90512e-01 3.90512e-01
4.65000e+00 2.24000e+01 3.26497e-01 3.26497e-01
5.12000e+00 1.85600e+01 2.70185e-01 2.70185e-01
5.63000e+00 1.57700e+01 2.28035e-01 2.28035e-01
6.19000e+00 1.30700e+01 1.92094e-01 1.92094e-01
6.78000e+00 1.06100e+01 1.56205e-01 1.56205e-01
7.42000e+00 8.78100e+00 1.31366e-01 1.31366e-01
8.12000e+00 7.24500e+00 1.09986e-01 1.09986e-01
8.87000e+00 5.93800e+00 9.20978e-02 9.20978e-02
9.68000e+00 4.83500e+00 7.71557e-02 7.71557e-02
1.06000e+01 3.96000e+00 6.43817e-02 6.43817e-02
1.20000e+01 2.86500e+00 4.16173e-02 4.16173e-02
1.48000e+01 1.72100e+00 2.46982e-02 2.46982e-02
1.97000e+01 8.43500e-01 1.20934e-02 1.20934e-02
2.81000e+01 3.39000e-01 5.07740e-03 5.07740e-03
4.10000e+01 1.20700e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.55800e-02 9.55249e-04 9.55249e-04
8.48000e+01 1.64400e-02 4.42041e-04 4.42041e-04
