# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 1.08500e+02 2.64197e+00 2.64197e+00
2.04000e+00 9.83900e+01 2.01358e+00 2.01358e+00
2.27000e+00 8.90100e+01 1.61821e+00 1.61821e+00
2.54000e+00 7.54300e+01 1.24631e+00 1.24631e+00
2.82000e+00 6.59200e+01 1.04019e+00 1.04019e+00
3.13000e+00 5.63200e+01 8.66833e-01 8.66833e-01
3.46000e+00 4.70100e+01 7.10634e-01 7.10634e-01
3.83000e+00 4.01800e+01 5.84123e-01 5.84123e-01
4.22000e+00 3.26400e+01 4.76340e-01 4.76340e-01
4.65000e+00 2.68900e+01 3.84187e-01 3.84187e-01
5.12000e+00 2.18600e+01 3.14006e-01 3.14006e-01
5.63000e+00 1.80500e+01 2.64008e-01 2.64008e-01
6.19000e+00 1.46300e+01 2.20227e-01 2.20227e-01
6.78000e+00 1.19800e+01 1.78045e-01 1.78045e-01
7.42000e+00 9.58500e+00 1.43402e-01 1.43402e-01
8.12000e+00 7.79300e+00 1.19097e-01 1.19097e-01
8.87000e+00 6.20200e+00 9.70000e-02 9.70000e-02
9.68000e+00 5.04900e+00 8.06598e-02 8.06598e-02
1.06000e+01 4.17200e+00 6.78970e-02 6.78970e-02
1.20000e+01 3.00100e+00 4.44072e-02 4.44072e-02
1.48000e+01 1.78000e+00 2.52389e-02 2.52389e-02
1.97000e+01 8.63800e-01 1.24169e-02 1.24169e-02
2.81000e+01 3.36500e-01 5.13128e-03 5.13128e-03
4.10000e+01 1.23600e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.61300e-02 9.84937e-04 9.84937e-04
8.48000e+01 1.75200e-02 4.72017e-04 4.72017e-04
