# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 6.99300e+01 1.75285e+00 1.75285e+00
2.04000e+00 6.78200e+01 1.37612e+00 1.37612e+00
2.27000e+00 6.15200e+01 1.12045e+00 1.12045e+00
2.54000e+00 5.56600e+01 9.20978e-01 9.20978e-01
2.82000e+00 4.89800e+01 7.72334e-01 7.72334e-01
3.13000e+00 4.39900e+01 6.72681e-01 6.72681e-01
3.46000e+00 3.93500e+01 5.87963e-01 5.87963e-01
3.83000e+00 3.32500e+01 4.82701e-01 4.82701e-01
4.22000e+00 2.83600e+01 4.12311e-01 4.12311e-01
4.65000e+00 2.41500e+01 3.48281e-01 3.48281e-01
5.12000e+00 1.99000e+01 2.84253e-01 2.84253e-01
5.63000e+00 1.63600e+01 2.42074e-01 2.42074e-01
6.19000e+00 1.36600e+01 2.00000e-01 2.00000e-01
6.78000e+00 1.10400e+01 1.64012e-01 1.64012e-01
7.42000e+00 9.16800e+00 1.35724e-01 1.35724e-01
8.12000e+00 7.52800e+00 1.13569e-01 1.13569e-01
8.87000e+00 6.01800e+00 9.28493e-02 9.28493e-02
9.68000e+00 4.84300e+00 7.71557e-02 7.71557e-02
1.06000e+01 3.89400e+00 6.36553e-02 6.36553e-02
1.20000e+01 2.87100e+00 4.16173e-02 4.16173e-02
1.48000e+01 1.75400e+00 2.46982e-02 2.46982e-02
1.97000e+01 8.50400e-01 1.20934e-02 1.20934e-02
2.81000e+01 3.39900e-01 5.07740e-03 5.07740e-03
4.10000e+01 1.23400e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.58900e-02 9.55249e-04 9.55249e-04
8.48000e+01 1.62500e-02 4.28019e-04 4.28019e-04
