# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 1.77000e+03 4.96488e+01 4.96488e+01
1.25000e+00 1.62500e+03 3.56931e+01 3.56931e+01
1.42000e+00 1.44800e+03 2.66833e+01 2.66833e+01
1.61000e+00 1.27100e+03 2.06155e+01 2.06155e+01
1.81000e+00 1.06900e+03 1.55242e+01 1.55242e+01
2.04000e+00 8.91100e+02 1.21297e+01 1.21297e+01
2.27000e+00 7.50600e+02 9.68401e+00 9.68401e+00
2.54000e+00 6.11000e+02 7.50000e+00 7.50000e+00
2.82000e+00 5.03200e+02 6.04401e+00 6.04401e+00
3.13000e+00 4.06300e+02 4.71275e+00 4.71275e+00
3.46000e+00 3.30000e+02 3.76431e+00 3.76431e+00
3.83000e+00 2.66600e+02 3.03645e+00 3.03645e+00
4.22000e+00 2.16100e+02 2.40416e+00 2.40416e+00
4.65000e+00 1.73500e+02 1.99249e+00 1.99249e+00
5.12000e+00 1.40000e+02 1.58114e+00 1.58114e+00
5.63000e+00 1.12000e+02 1.26491e+00 1.26491e+00
6.19000e+00 8.91300e+01 1.00881e+00 1.00881e+00
6.78000e+00 7.07900e+01 8.00062e-01 8.00062e-01
7.42000e+00 5.63400e+01 6.45136e-01 6.45136e-01
8.12000e+00 4.50800e+01 5.18652e-01 5.18652e-01
8.87000e+00 3.58900e+01 4.23792e-01 4.23792e-01
9.68000e+00 2.85300e+01 3.32415e-01 3.32415e-01
1.06000e+01 2.29000e+01 2.69258e-01 2.69258e-01
1.20000e+01 1.65300e+01 1.99249e-01 1.99249e-01
1.48000e+01 9.46800e+00 1.12792e-01 1.12792e-01
1.97000e+01 4.43400e+00 5.45711e-02 5.45711e-02
2.81000e+01 1.68500e+00 2.18403e-02 2.18403e-02
4.10000e+01 5.86200e-01 7.72528e-03 7.72528e-03
5.91000e+01 2.09000e-01 2.86531e-03 2.86531e-03
8.48000e+01 7.42900e-02 1.14202e-03 1.14202e-03
