# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 1.51200e+03 4.27551e+01 4.27551e+01
1.25000e+00 1.40700e+03 3.15753e+01 3.15753e+01
1.42000e+00 1.28500e+03 2.35372e+01 2.35372e+01
1.61000e+00 1.13300e+03 1.84391e+01 1.84391e+01
1.81000e+00 9.70900e+02 1.43586e+01 1.43586e+01
2.04000e+00 8.23800e+02 1.13053e+01 1.13053e+01
2.27000e+00 6.86600e+02 8.95600e+00 8.95600e+00
2.54000e+00 5.71000e+02 7.08802e+00 7.08802e+00
2.82000e+00 4.66700e+02 5.63205e+00 5.63205e+00
3.13000e+00 3.85400e+02 4.49222e+00 4.49222e+00
3.46000e+00 3.15300e+02 3.66879e+00 3.66879e+00
3.83000e+00 2.55300e+02 2.94109e+00 2.94109e+00
4.22000e+00 2.08100e+02 2.40416e+00 2.40416e+00
4.65000e+00 1.67100e+02 1.89737e+00 1.89737e+00
5.12000e+00 1.34200e+02 1.45602e+00 1.45602e+00
5.63000e+00 1.06900e+02 1.17047e+00 1.17047e+00
6.19000e+00 8.60100e+01 9.77190e-01 9.77190e-01
6.78000e+00 6.88500e+01 7.81089e-01 7.81089e-01
7.42000e+00 5.46700e+01 6.22977e-01 6.22977e-01
8.12000e+00 4.37800e+01 5.09215e-01 5.09215e-01
8.87000e+00 3.48000e+01 4.14367e-01 4.14367e-01
9.68000e+00 2.80700e+01 3.32415e-01 3.32415e-01
1.06000e+01 2.22800e+01 2.69258e-01 2.69258e-01
1.20000e+01 1.61200e+01 1.89737e-01 1.89737e-01
1.48000e+01 9.28300e+00 1.10860e-01 1.10860e-01
1.97000e+01 4.33300e+00 5.26308e-02 5.26308e-02
2.81000e+01 1.67000e+00 2.08806e-02 2.08806e-02
4.10000e+01 5.77000e-01 7.63217e-03 7.63217e-03
5.91000e+01 2.06800e-01 2.86531e-03 2.86531e-03
8.48000e+01 7.55200e-02 1.16400e-03 1.16400e-03
