# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 1.23900e+02 3.17648e+00 3.17648e+00
2.04000e+00 1.13000e+02 2.46982e+00 2.46982e+00
2.27000e+00 9.41700e+01 1.77629e+00 1.77629e+00
2.54000e+00 8.32100e+01 1.43220e+00 1.43220e+00
2.82000e+00 6.94800e+01 1.12614e+00 1.12614e+00
3.13000e+00 5.92100e+01 9.38616e-01 9.38616e-01
3.46000e+00 4.87600e+01 7.52861e-01 7.52861e-01
3.83000e+00 4.10800e+01 6.12209e-01 6.12209e-01
4.22000e+00 3.40200e+01 4.98197e-01 4.98197e-01
4.65000e+00 2.80300e+01 4.06079e-01 4.06079e-01
5.12000e+00 2.28900e+01 3.34215e-01 3.34215e-01
5.63000e+00 1.81000e+01 2.70185e-01 2.70185e-01
6.19000e+00 1.47100e+01 2.20227e-01 2.20227e-01
6.78000e+00 1.21500e+01 1.84391e-01 1.84391e-01
7.42000e+00 9.81900e+00 1.49037e-01 1.49037e-01
8.12000e+00 7.92200e+00 1.22577e-01 1.22577e-01
8.87000e+00 6.47200e+00 1.02650e-01 1.02650e-01
9.68000e+00 5.19600e+00 8.41724e-02 8.41724e-02
1.06000e+01 4.17300e+00 6.92965e-02 6.92965e-02
1.20000e+01 2.97900e+00 4.42041e-02 4.42041e-02
1.48000e+01 1.77100e+00 2.52389e-02 2.52389e-02
1.97000e+01 8.77700e-01 1.27424e-02 1.27424e-02
2.81000e+01 3.44800e-01 5.32541e-03 5.32541e-03
4.10000e+01 1.24400e-01 2.19317e-03 2.19317e-03
5.91000e+01 4.46200e-02 9.79490e-04 9.79490e-04
8.48000e+01 1.58800e-02 4.52217e-04 4.52217e-04
