# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 1.31300e+03 3.76563e+01 3.76563e+01
1.25000e+00 1.25100e+03 2.86356e+01 2.86356e+01
1.42000e+00 1.15700e+03 2.15870e+01 2.15870e+01
1.61000e+00 1.03900e+03 1.64924e+01 1.64924e+01
1.81000e+00 9.02700e+02 1.31472e+01 1.31472e+01
2.04000e+00 7.81600e+02 1.04809e+01 1.04809e+01
2.27000e+00 6.55600e+02 8.35225e+00 8.35225e+00
2.54000e+00 5.52800e+02 6.67608e+00 6.67608e+00
2.82000e+00 4.58600e+02 5.31601e+00 5.31601e+00
3.13000e+00 3.79000e+02 4.30116e+00 4.30116e+00
3.46000e+00 3.08800e+02 3.47851e+00 3.47851e+00
3.83000e+00 2.52300e+02 2.81603e+00 2.81603e+00
4.22000e+00 2.04900e+02 2.21359e+00 2.21359e+00
4.65000e+00 1.66700e+02 1.77200e+00 1.77200e+00
5.12000e+00 1.33300e+02 1.45602e+00 1.45602e+00
5.63000e+00 1.07700e+02 1.17047e+00 1.17047e+00
6.19000e+00 8.59600e+01 9.48683e-01 9.48683e-01
6.78000e+00 6.85600e+01 7.58947e-01 7.58947e-01
7.42000e+00 5.47300e+01 6.04070e-01 6.04070e-01
8.12000e+00 4.35300e+01 4.90408e-01 4.90408e-01
8.87000e+00 3.50600e+01 4.04969e-01 4.04969e-01
9.68000e+00 2.79100e+01 3.23110e-01 3.23110e-01
1.06000e+01 2.22900e+01 2.60000e-01 2.60000e-01
1.20000e+01 1.61800e+01 1.86815e-01 1.86815e-01
1.48000e+01 9.31400e+00 1.08669e-01 1.08669e-01
1.97000e+01 4.35900e+00 5.16624e-02 5.16624e-02
2.81000e+01 1.68000e+00 2.08806e-02 2.08806e-02
4.10000e+01 5.79700e-01 7.44648e-03 7.44648e-03
5.91000e+01 2.06100e-01 2.77849e-03 2.77849e-03
8.48000e+01 7.65200e-02 1.14809e-03 1.14809e-03
