# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 5.96600e+02 1.89489e+01 1.89489e+01
1.25000e+00 6.03000e+02 1.45774e+01 1.45774e+01
1.42000e+00 5.84300e+02 1.13600e+01 1.13600e+01
1.61000e+00 5.56000e+02 9.23472e+00 9.23472e+00
1.81000e+00 5.13500e+02 7.58947e+00 7.58947e+00
2.04000e+00 4.64300e+02 6.35689e+00 6.35689e+00
2.27000e+00 4.12800e+02 5.31413e+00 5.31413e+00
2.54000e+00 3.61100e+02 4.45982e+00 4.45982e+00
2.82000e+00 3.13200e+02 3.70000e+00 3.70000e+00
3.13000e+00 2.66000e+02 3.10161e+00 3.10161e+00
3.46000e+00 2.26600e+02 2.56320e+00 2.56320e+00
3.83000e+00 1.90400e+02 2.11896e+00 2.11896e+00
4.22000e+00 1.60500e+02 1.80278e+00 1.80278e+00
4.65000e+00 1.34300e+02 1.48661e+00 1.48661e+00
5.12000e+00 1.10400e+02 1.17047e+00 1.17047e+00
5.63000e+00 9.04900e+01 9.96243e-01 9.96243e-01
6.19000e+00 7.42400e+01 8.28734e-01 8.28734e-01
6.78000e+00 6.03100e+01 6.70671e-01 6.70671e-01
7.42000e+00 4.90600e+01 5.44243e-01 5.44243e-01
8.12000e+00 3.97300e+01 4.49444e-01 4.49444e-01
8.87000e+00 3.21900e+01 3.76962e-01 3.76962e-01
9.68000e+00 2.58500e+01 3.00832e-01 3.00832e-01
1.06000e+01 2.09600e+01 2.50799e-01 2.50799e-01
1.20000e+01 1.52900e+01 1.77200e-01 1.77200e-01
1.48000e+01 8.98100e+00 1.04809e-01 1.04809e-01
1.97000e+01 4.29200e+00 5.16624e-02 5.16624e-02
2.81000e+01 1.65900e+00 2.08806e-02 2.08806e-02
4.10000e+01 5.83000e-01 7.53923e-03 7.53923e-03
5.91000e+01 2.08200e-01 2.86531e-03 2.86531e-03
8.48000e+01 7.73900e-02 1.16211e-03 1.16211e-03
