# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 1.18900e+03 3.39559e+01 3.39559e+01
1.25000e+00 1.12700e+03 2.57099e+01 2.57099e+01
1.42000e+00 1.03600e+03 1.96469e+01 1.96469e+01
1.61000e+00 9.35900e+02 1.52486e+01 1.52486e+01
1.81000e+00 8.14800e+02 1.19549e+01 1.19549e+01
2.04000e+00 7.08000e+02 9.58175e+00 9.58175e+00
2.27000e+00 5.99700e+02 7.71622e+00 7.71622e+00
2.54000e+00 4.99200e+02 6.13514e+00 6.13514e+00
2.82000e+00 4.14400e+02 4.87032e+00 4.87032e+00
3.13000e+00 3.44900e+02 3.95601e+00 3.95601e+00
3.46000e+00 2.84000e+02 3.19531e+00 3.19531e+00
3.83000e+00 2.33400e+02 2.62488e+00 2.62488e+00
4.22000e+00 1.91300e+02 2.11896e+00 2.11896e+00
4.65000e+00 1.54800e+02 1.70880e+00 1.70880e+00
5.12000e+00 1.26400e+02 1.39284e+00 1.39284e+00
5.63000e+00 1.01900e+02 1.17047e+00 1.17047e+00
6.19000e+00 8.19100e+01 9.14166e-01 9.14166e-01
6.78000e+00 6.56300e+01 7.33894e-01 7.33894e-01
7.42000e+00 5.26400e+01 5.88727e-01 5.88727e-01
8.12000e+00 4.24200e+01 4.81041e-01 4.81041e-01
8.87000e+00 3.38300e+01 3.86264e-01 3.86264e-01
9.68000e+00 2.73200e+01 3.13847e-01 3.13847e-01
1.06000e+01 2.18200e+01 2.50799e-01 2.50799e-01
1.20000e+01 1.57900e+01 1.80278e-01 1.80278e-01
1.48000e+01 9.25900e+00 1.07968e-01 1.07968e-01
1.97000e+01 4.39400e+00 5.26308e-02 5.26308e-02
2.81000e+01 1.66900e+00 2.08806e-02 2.08806e-02
4.10000e+01 5.84300e-01 7.53923e-03 7.53923e-03
5.91000e+01 2.09600e-01 2.86531e-03 2.86531e-03
8.48000e+01 7.58600e-02 1.14634e-03 1.14634e-03
