# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 4.53600e+01 1.31488e+00 1.31488e+00
2.04000e+00 4.59600e+01 1.09018e+00 1.09018e+00
2.27000e+00 4.52600e+01 9.36056e-01 9.36056e-01
2.54000e+00 4.44100e+01 8.29759e-01 8.29759e-01
2.82000e+00 4.05900e+01 7.15891e-01 7.15891e-01
3.13000e+00 3.71700e+01 6.30317e-01 6.30317e-01
3.46000e+00 3.33200e+01 5.45619e-01 5.45619e-01
3.83000e+00 2.90800e+01 4.62277e-01 4.62277e-01
4.22000e+00 2.56900e+01 3.98246e-01 3.98246e-01
4.65000e+00 2.17600e+01 3.34215e-01 3.34215e-01
5.12000e+00 1.85900e+01 2.86007e-01 2.86007e-01
5.63000e+00 1.53300e+01 2.42074e-01 2.42074e-01
6.19000e+00 1.28300e+01 2.00000e-01 2.00000e-01
6.78000e+00 1.06400e+01 1.64012e-01 1.64012e-01
7.42000e+00 8.76800e+00 1.38224e-01 1.38224e-01
8.12000e+00 7.25900e+00 1.15884e-01 1.15884e-01
8.87000e+00 5.87700e+00 9.57758e-02 9.57758e-02
9.68000e+00 4.82000e+00 8.00562e-02 8.00562e-02
1.06000e+01 3.87600e+00 6.58559e-02 6.58559e-02
1.20000e+01 2.93000e+00 4.46542e-02 4.46542e-02
1.48000e+01 1.78400e+00 2.69258e-02 2.69258e-02
1.97000e+01 8.60100e-01 1.29769e-02 1.29769e-02
2.81000e+01 3.34400e-01 5.24786e-03 5.24786e-03
4.10000e+01 1.24500e-01 2.20227e-03 2.20227e-03
5.91000e+01 4.63300e-02 9.97246e-04 9.97246e-04
8.48000e+01 1.66800e-02 4.56070e-04 4.56070e-04
