# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 1.30800e+03 3.66742e+01 3.66742e+01
1.25000e+00 1.23200e+03 2.76586e+01 2.76586e+01
1.42000e+00 1.13800e+03 2.15870e+01 2.15870e+01
1.61000e+00 1.02200e+03 1.64924e+01 1.64924e+01
1.81000e+00 8.87300e+02 1.29541e+01 1.29541e+01
2.04000e+00 7.59400e+02 1.01922e+01 1.01922e+01
2.27000e+00 6.41700e+02 8.13204e+00 8.13204e+00
2.54000e+00 5.34700e+02 6.48460e+00 6.48460e+00
2.82000e+00 4.43400e+02 5.12445e+00 5.12445e+00
3.13000e+00 3.63000e+02 4.11096e+00 4.11096e+00
3.46000e+00 2.98700e+02 3.38378e+00 3.38378e+00
3.83000e+00 2.42700e+02 2.72029e+00 2.72029e+00
4.22000e+00 1.97800e+02 2.21359e+00 2.21359e+00
4.65000e+00 1.60000e+02 1.77200e+00 1.77200e+00
5.12000e+00 1.28600e+02 1.36015e+00 1.36015e+00
5.63000e+00 1.03100e+02 1.17047e+00 1.17047e+00
6.19000e+00 8.28200e+01 9.20272e-01 9.20272e-01
6.78000e+00 6.60500e+01 7.30548e-01 7.30548e-01
7.42000e+00 5.31000e+01 5.94643e-01 5.94643e-01
8.12000e+00 4.26200e+01 4.81041e-01 4.81041e-01
8.87000e+00 3.39900e+01 3.86264e-01 3.86264e-01
9.68000e+00 2.72000e+01 3.13847e-01 3.13847e-01
1.06000e+01 2.19300e+01 2.60000e-01 2.60000e-01
1.20000e+01 1.57400e+01 1.77200e-01 1.77200e-01
1.48000e+01 9.16900e+00 1.07005e-01 1.07005e-01
1.97000e+01 4.29800e+00 5.16624e-02 5.16624e-02
2.81000e+01 1.65300e+00 2.08806e-02 2.08806e-02
4.10000e+01 5.77500e-01 7.44648e-03 7.44648e-03
5.91000e+01 2.03000e-01 2.77849e-03 2.77849e-03
8.48000e+01 7.53900e-02 1.14018e-03 1.14018e-03
