# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 4.59800e+01 1.31826e+00 1.31826e+00
2.04000e+00 4.71500e+01 1.10752e+00 1.10752e+00
2.27000e+00 4.58700e+01 9.55249e-01 9.55249e-01
2.54000e+00 4.32800e+01 8.06598e-01 8.06598e-01
2.82000e+00 4.04800e+01 6.93542e-01 6.93542e-01
3.13000e+00 3.58500e+01 5.94138e-01 5.94138e-01
3.46000e+00 3.21100e+01 5.16236e-01 5.16236e-01
3.83000e+00 2.85900e+01 4.45982e-01 4.45982e-01
4.22000e+00 2.47400e+01 3.75366e-01 3.75366e-01
4.65000e+00 2.09600e+01 3.18904e-01 3.18904e-01
5.12000e+00 1.75100e+01 2.62488e-01 2.62488e-01
5.63000e+00 1.47800e+01 2.20227e-01 2.20227e-01
6.19000e+00 1.23000e+01 1.84391e-01 1.84391e-01
6.78000e+00 1.03100e+01 1.56205e-01 1.56205e-01
7.42000e+00 8.31200e+00 1.28316e-01 1.28316e-01
8.12000e+00 6.96500e+00 1.08374e-01 1.08374e-01
8.87000e+00 5.72300e+00 9.06091e-02 9.06091e-02
9.68000e+00 4.61600e+00 7.49667e-02 7.49667e-02
1.06000e+01 3.72800e+00 6.22254e-02 6.22254e-02
1.20000e+01 2.82200e+00 4.22019e-02 4.22019e-02
1.48000e+01 1.69600e+00 2.46982e-02 2.46982e-02
1.97000e+01 8.20700e-01 1.18338e-02 1.18338e-02
2.81000e+01 3.28600e-01 4.99300e-03 4.99300e-03
4.10000e+01 1.20600e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.51500e-02 9.55877e-04 9.55877e-04
8.48000e+01 1.61700e-02 4.36005e-04 4.36005e-04
