# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 9.68300e+01 2.56813e+00 2.56813e+00
2.04000e+00 9.20300e+01 2.07087e+00 2.07087e+00
2.27000e+00 8.31000e+01 1.69331e+00 1.69331e+00
2.54000e+00 7.23400e+01 1.32136e+00 1.32136e+00
2.82000e+00 6.19700e+01 1.07299e+00 1.07299e+00
3.13000e+00 5.26400e+01 8.94986e-01 8.94986e-01
3.46000e+00 4.51400e+01 7.46525e-01 7.46525e-01
3.83000e+00 3.77400e+01 6.12209e-01 6.12209e-01
4.22000e+00 3.15100e+01 5.00000e-01 5.00000e-01
4.65000e+00 2.60200e+01 4.14005e-01 4.14005e-01
5.12000e+00 2.11800e+01 3.36006e-01 3.36006e-01
5.63000e+00 1.73500e+01 2.78029e-01 2.78029e-01
6.19000e+00 1.41000e+01 2.28035e-01 2.28035e-01
6.78000e+00 1.17900e+01 1.86011e-01 1.86011e-01
7.42000e+00 9.55000e+00 1.56208e-01 1.56208e-01
8.12000e+00 7.52800e+00 1.25877e-01 1.25877e-01
8.87000e+00 6.11900e+00 1.04350e-01 1.04350e-01
9.68000e+00 5.02100e+00 8.72067e-02 8.72067e-02
1.06000e+01 3.99300e+00 7.15052e-02 7.15052e-02
1.20000e+01 2.91900e+00 4.68722e-02 4.68722e-02
1.48000e+01 1.75000e+00 2.77849e-02 2.77849e-02
1.97000e+01 8.46100e-01 1.32484e-02 1.32484e-02
2.81000e+01 3.36200e-01 5.47083e-03 5.47083e-03
4.10000e+01 1.19900e-01 2.20227e-03 2.20227e-03
5.91000e+01 4.55900e-02 1.01863e-03 1.01863e-03
8.48000e+01 1.62200e-02 4.64004e-04 4.64004e-04
