# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 6.49500e+01 1.68630e+00 1.68630e+00
2.04000e+00 6.25600e+01 1.33225e+00 1.33225e+00
2.27000e+00 5.66700e+01 1.08467e+00 1.08467e+00
2.54000e+00 5.32500e+01 9.14385e-01 9.14385e-01
2.82000e+00 4.78100e+01 7.79872e-01 7.79872e-01
3.13000e+00 4.30800e+01 6.86804e-01 6.86804e-01
3.46000e+00 3.63800e+01 5.73847e-01 5.73847e-01
3.83000e+00 3.18900e+01 4.82701e-01 4.82701e-01
4.22000e+00 2.68700e+01 4.04599e-01 4.04599e-01
4.65000e+00 2.34900e+01 3.48281e-01 3.48281e-01
5.12000e+00 1.97300e+01 2.92062e-01 2.92062e-01
5.63000e+00 1.61200e+01 2.42074e-01 2.42074e-01
6.19000e+00 1.34100e+01 2.06155e-01 2.06155e-01
6.78000e+00 1.07700e+01 1.64012e-01 1.64012e-01
7.42000e+00 8.93300e+00 1.37906e-01 1.37906e-01
8.12000e+00 7.25800e+00 1.13569e-01 1.13569e-01
8.87000e+00 5.85500e+00 9.35094e-02 9.35094e-02
9.68000e+00 4.75600e+00 7.78974e-02 7.78974e-02
1.06000e+01 3.84200e+00 6.43817e-02 6.43817e-02
1.20000e+01 2.85500e+00 4.30116e-02 4.30116e-02
1.48000e+01 1.72000e+00 2.46982e-02 2.46982e-02
1.97000e+01 8.30100e-01 1.22299e-02 1.22299e-02
2.81000e+01 3.32300e-01 5.16236e-03 5.16236e-03
4.10000e+01 1.19400e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.48700e-02 9.62601e-04 9.62601e-04
8.48000e+01 1.71400e-02 4.64004e-04 4.64004e-04
