# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 1.40100e+03 3.96232e+01 3.96232e+01
1.25000e+00 1.31100e+03 2.96142e+01 2.96142e+01
1.42000e+00 1.21600e+03 2.25610e+01 2.25610e+01
1.61000e+00 1.07700e+03 1.74642e+01 1.74642e+01
1.81000e+00 9.32900e+02 1.35595e+01 1.35595e+01
2.04000e+00 8.00000e+02 1.07005e+01 1.07005e+01
2.27000e+00 6.69400e+02 8.44808e+00 8.44808e+00
2.54000e+00 5.58500e+02 6.67608e+00 6.67608e+00
2.82000e+00 4.61400e+02 5.34509e+00 5.34509e+00
3.13000e+00 3.80500e+02 4.30116e+00 4.30116e+00
3.46000e+00 3.11100e+02 3.47851e+00 3.47851e+00
3.83000e+00 2.52500e+02 2.84605e+00 2.84605e+00
4.22000e+00 2.05200e+02 2.30868e+00 2.30868e+00
4.65000e+00 1.66500e+02 1.80278e+00 1.80278e+00
5.12000e+00 1.33900e+02 1.48661e+00 1.48661e+00
5.63000e+00 1.07800e+02 1.17047e+00 1.17047e+00
6.19000e+00 8.59800e+01 9.48683e-01 9.48683e-01
6.78000e+00 6.87700e+01 7.62168e-01 7.62168e-01
7.42000e+00 5.46000e+01 6.04070e-01 6.04070e-01
8.12000e+00 4.39800e+01 4.99800e-01 4.99800e-01
8.87000e+00 3.51900e+01 4.04969e-01 4.04969e-01
9.68000e+00 2.81800e+01 3.23110e-01 3.23110e-01
1.06000e+01 2.24600e+01 2.60000e-01 2.60000e-01
1.20000e+01 1.61100e+01 1.89737e-01 1.89737e-01
1.48000e+01 9.33600e+00 1.08931e-01 1.08931e-01
1.97000e+01 4.37000e+00 5.16624e-02 5.16624e-02
2.81000e+01 1.66500e+00 2.08806e-02 2.08806e-02
4.10000e+01 5.83100e-01 7.53923e-03 7.53923e-03
5.91000e+01 2.08500e-01 2.86531e-03 2.86531e-03
8.48000e+01 7.44100e-02 1.11826e-03 1.11826e-03
