# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 3.92800e+02 1.33881e+01 1.33881e+01
1.25000e+00 4.14800e+02 1.05081e+01 1.05081e+01
1.42000e+00 4.19600e+02 8.41190e+00 8.41190e+00
1.61000e+00 4.15100e+02 6.98928e+00 6.98928e+00
1.81000e+00 3.98200e+02 5.94643e+00 5.94643e+00
2.04000e+00 3.69700e+02 5.12640e+00 5.12640e+00
2.27000e+00 3.40900e+02 4.49444e+00 4.49444e+00
2.54000e+00 3.03800e+02 3.73363e+00 3.73363e+00
2.82000e+00 2.70100e+02 3.19531e+00 3.19531e+00
3.13000e+00 2.37300e+02 2.78568e+00 2.78568e+00
3.46000e+00 2.02200e+02 2.34094e+00 2.34094e+00
3.83000e+00 1.72800e+02 1.93132e+00 1.93132e+00
4.22000e+00 1.46200e+02 1.58114e+00 1.58114e+00
4.65000e+00 1.23200e+02 1.39284e+00 1.39284e+00
5.12000e+00 1.03700e+02 1.17047e+00 1.17047e+00
5.63000e+00 8.46900e+01 9.33006e-01 9.33006e-01
6.19000e+00 7.05200e+01 7.84347e-01 7.84347e-01
6.78000e+00 5.75800e+01 6.39062e-01 6.39062e-01
7.42000e+00 4.72700e+01 5.31413e-01 5.31413e-01
8.12000e+00 3.86600e+01 4.36578e-01 4.36578e-01
8.87000e+00 3.13500e+01 3.64005e-01 3.64005e-01
9.68000e+00 2.51500e+01 2.91548e-01 2.91548e-01
1.06000e+01 2.04900e+01 2.37697e-01 2.37697e-01
1.20000e+01 1.50500e+01 1.77200e-01 1.77200e-01
1.48000e+01 8.83800e+00 1.03581e-01 1.03581e-01
1.97000e+01 4.23200e+00 5.04480e-02 5.04480e-02
2.81000e+01 1.64100e+00 2.06155e-02 2.06155e-02
4.10000e+01 5.75800e-01 7.40945e-03 7.40945e-03
5.91000e+01 2.04500e-01 2.77849e-03 2.77849e-03
8.48000e+01 7.59300e-02 1.13406e-03 1.13406e-03
