# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 4.85200e+01 1.37844e+00 1.37844e+00
2.04000e+00 4.82600e+01 1.13600e+00 1.13600e+00
2.27000e+00 4.75500e+01 9.87168e-01 9.87168e-01
2.54000e+00 4.33400e+01 8.23286e-01 8.23286e-01
2.82000e+00 3.97800e+01 7.10634e-01 7.10634e-01
3.13000e+00 3.68400e+01 6.31269e-01 6.31269e-01
3.46000e+00 3.25200e+01 5.46717e-01 5.46717e-01
3.83000e+00 2.81300e+01 4.62277e-01 4.62277e-01
4.22000e+00 2.40800e+01 3.92046e-01 3.92046e-01
4.65000e+00 2.03700e+01 3.28024e-01 3.28024e-01
5.12000e+00 1.74400e+01 2.78029e-01 2.78029e-01
5.63000e+00 1.44800e+01 2.28035e-01 2.28035e-01
6.19000e+00 1.23800e+01 2.00000e-01 2.00000e-01
6.78000e+00 1.01100e+01 1.64012e-01 1.64012e-01
7.42000e+00 8.29500e+00 1.35418e-01 1.35418e-01
8.12000e+00 6.89700e+00 1.13851e-01 1.13851e-01
8.87000e+00 5.67100e+00 9.52680e-02 9.52680e-02
9.68000e+00 4.60500e+00 7.87464e-02 7.87464e-02
1.06000e+01 3.76900e+00 6.58559e-02 6.58559e-02
1.20000e+01 2.78400e+00 4.41022e-02 4.41022e-02
1.48000e+01 1.70200e+00 2.64197e-02 2.64197e-02
1.97000e+01 8.26100e-01 1.28413e-02 1.28413e-02
2.81000e+01 3.31200e-01 5.33385e-03 5.33385e-03
4.10000e+01 1.20600e-01 2.20227e-03 2.20227e-03
5.91000e+01 4.44900e-02 9.75910e-04 9.75910e-04
8.48000e+01 1.63900e-02 4.48219e-04 4.48219e-04
