# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 9.85900e+01 2.38076e+00 2.38076e+00
2.04000e+00 8.94700e+01 1.79836e+00 1.79836e+00
2.27000e+00 7.89200e+01 1.41496e+00 1.41496e+00
2.54000e+00 6.93800e+01 1.12929e+00 1.12929e+00
2.82000e+00 6.05800e+01 9.37230e-01 9.37230e-01
3.13000e+00 5.25400e+01 8.08084e-01 8.08084e-01
3.46000e+00 4.50000e+01 6.81175e-01 6.81175e-01
3.83000e+00 3.73800e+01 5.46717e-01 5.46717e-01
4.22000e+00 3.12700e+01 4.48219e-01 4.48219e-01
4.65000e+00 2.60900e+01 3.70135e-01 3.70135e-01
5.12000e+00 2.08900e+01 3.06105e-01 3.06105e-01
5.63000e+00 1.74300e+01 2.56125e-01 2.56125e-01
6.19000e+00 1.42400e+01 2.06155e-01 2.06155e-01
6.78000e+00 1.15800e+01 1.70294e-01 1.70294e-01
7.42000e+00 9.43600e+00 1.41993e-01 1.41993e-01
8.12000e+00 7.44600e+00 1.14769e-01 1.14769e-01
8.87000e+00 6.08700e+00 9.55877e-02 9.55877e-02
9.68000e+00 4.85200e+00 7.85175e-02 7.85175e-02
1.06000e+01 4.06000e+00 6.71789e-02 6.71789e-02
1.20000e+01 2.93000e+00 4.36005e-02 4.36005e-02
1.48000e+01 1.73100e+00 2.52389e-02 2.52389e-02
1.97000e+01 8.46400e-01 1.21939e-02 1.21939e-02
2.81000e+01 3.39900e-01 5.13128e-03 5.13128e-03
4.10000e+01 1.24600e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.34800e-02 9.42603e-04 9.42603e-04
8.48000e+01 1.63500e-02 4.44072e-04 4.44072e-04
