# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 5.80100e+02 1.77792e+01 1.77792e+01
1.25000e+00 5.87900e+02 1.38752e+01 1.38752e+01
1.42000e+00 5.83300e+02 1.12641e+01 1.12641e+01
1.61000e+00 5.56500e+02 9.23472e+00 9.23472e+00
1.81000e+00 5.24200e+02 7.77946e+00 7.77946e+00
2.04000e+00 4.68000e+02 6.45136e+00 6.45136e+00
2.27000e+00 4.15100e+02 5.44243e+00 5.44243e+00
2.54000e+00 3.65300e+02 4.45982e+00 4.45982e+00
2.82000e+00 3.17300e+02 3.73363e+00 3.73363e+00
3.13000e+00 2.72200e+02 3.19531e+00 3.19531e+00
3.46000e+00 2.32800e+02 2.65707e+00 2.65707e+00
3.83000e+00 1.97600e+02 2.21359e+00 2.21359e+00
4.22000e+00 1.64400e+02 1.80278e+00 1.80278e+00
4.65000e+00 1.38300e+02 1.48661e+00 1.48661e+00
5.12000e+00 1.13800e+02 1.26491e+00 1.26491e+00
5.63000e+00 9.35900e+01 1.03121e+00 1.03121e+00
6.19000e+00 7.63000e+01 8.50941e-01 8.50941e-01
6.78000e+00 6.19300e+01 6.92892e-01 6.92892e-01
7.42000e+00 5.03200e+01 5.66480e-01 5.66480e-01
8.12000e+00 4.08500e+01 4.62385e-01 4.62385e-01
8.87000e+00 3.31100e+01 3.86264e-01 3.86264e-01
9.68000e+00 2.68500e+01 3.13847e-01 3.13847e-01
1.06000e+01 2.16000e+01 2.50799e-01 2.50799e-01
1.20000e+01 1.55700e+01 1.80278e-01 1.80278e-01
1.48000e+01 9.14600e+00 1.07280e-01 1.07280e-01
1.97000e+01 4.33300e+00 5.16624e-02 5.16624e-02
2.81000e+01 1.67300e+00 2.08806e-02 2.08806e-02
4.10000e+01 5.86100e-01 7.57694e-03 7.57694e-03
5.91000e+01 2.07900e-01 2.91548e-03 2.91548e-03
8.48000e+01 7.73800e-02 1.17444e-03 1.17444e-03
