# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 7.70500e+01 1.88876e+00 1.88876e+00
2.04000e+00 7.02000e+01 1.41209e+00 1.41209e+00
2.27000e+00 6.55400e+01 1.17034e+00 1.17034e+00
2.54000e+00 5.90500e+01 9.64261e-01 9.64261e-01
2.82000e+00 5.32000e+01 8.22192e-01 8.22192e-01
3.13000e+00 4.57100e+01 7.00928e-01 7.00928e-01
3.46000e+00 3.97400e+01 5.95483e-01 5.95483e-01
3.83000e+00 3.41800e+01 4.96790e-01 4.96790e-01
4.22000e+00 2.83400e+01 4.12311e-01 4.12311e-01
4.65000e+00 2.39300e+01 3.42053e-01 3.42053e-01
5.12000e+00 1.98900e+01 2.92062e-01 2.92062e-01
5.63000e+00 1.64000e+01 2.42074e-01 2.42074e-01
6.19000e+00 1.36800e+01 2.00000e-01 2.00000e-01
6.78000e+00 1.10900e+01 1.64012e-01 1.64012e-01
7.42000e+00 8.95000e+00 1.32910e-01 1.32910e-01
8.12000e+00 7.49300e+00 1.12929e-01 1.12929e-01
8.87000e+00 6.10600e+00 9.36056e-02 9.36056e-02
9.68000e+00 4.98000e+00 7.78974e-02 7.78974e-02
1.06000e+01 4.03500e+00 6.51153e-02 6.51153e-02
1.20000e+01 2.91500e+00 4.24382e-02 4.24382e-02
1.48000e+01 1.75200e+00 2.46982e-02 2.46982e-02
1.97000e+01 8.56000e-01 1.21803e-02 1.21803e-02
2.81000e+01 3.40400e-01 5.07740e-03 5.07740e-03
4.10000e+01 1.26900e-01 2.20227e-03 2.20227e-03
5.91000e+01 4.62500e-02 9.54830e-04 9.54830e-04
8.48000e+01 1.68600e-02 4.34166e-04 4.34166e-04
