# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 1.12800e+02 2.77849e+00 2.77849e+00
2.04000e+00 1.00200e+02 2.02485e+00 2.02485e+00
2.27000e+00 8.73600e+01 1.60415e+00 1.60415e+00
2.54000e+00 7.62700e+01 1.27440e+00 1.27440e+00
2.82000e+00 6.63600e+01 1.04809e+00 1.04809e+00
3.13000e+00 5.76400e+01 8.82383e-01 8.82383e-01
3.46000e+00 4.91000e+01 7.40270e-01 7.40270e-01
3.83000e+00 4.05200e+01 5.98164e-01 5.98164e-01
4.22000e+00 3.33400e+01 4.84149e-01 4.84149e-01
4.65000e+00 2.80300e+01 4.06079e-01 4.06079e-01
5.12000e+00 2.27700e+01 3.28024e-01 3.28024e-01
5.63000e+00 1.84400e+01 2.64008e-01 2.64008e-01
6.19000e+00 1.50500e+01 2.20227e-01 2.20227e-01
6.78000e+00 1.20600e+01 1.78045e-01 1.78045e-01
7.42000e+00 9.34600e+00 1.41227e-01 1.41227e-01
8.12000e+00 7.93400e+00 1.20615e-01 1.20615e-01
8.87000e+00 6.38500e+00 9.91564e-02 9.91564e-02
9.68000e+00 5.08200e+00 8.13449e-02 8.13449e-02
1.06000e+01 4.17000e+00 6.78970e-02 6.78970e-02
1.20000e+01 3.06500e+00 4.44072e-02 4.44072e-02
1.48000e+01 1.78800e+00 2.60768e-02 2.60768e-02
1.97000e+01 8.61100e-01 1.24169e-02 1.24169e-02
2.81000e+01 3.39800e-01 5.13128e-03 5.13128e-03
4.10000e+01 1.23900e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.47300e-02 9.56713e-04 9.56713e-04
8.48000e+01 1.62700e-02 4.44072e-04 4.44072e-04
