# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 4.10000e+02 1.38004e+01 1.38004e+01
1.25000e+00 4.27800e+02 1.08240e+01 1.08240e+01
1.42000e+00 4.33600e+02 8.82326e+00 8.82326e+00
1.61000e+00 4.29000e+02 7.40000e+00 7.40000e+00
1.81000e+00 4.10600e+02 6.35689e+00 6.35689e+00
2.04000e+00 3.84200e+02 5.50273e+00 5.50273e+00
2.27000e+00 3.51900e+02 4.77598e+00 4.77598e+00
2.54000e+00 3.18400e+02 4.14367e+00 4.14367e+00
2.82000e+00 2.81300e+02 3.47851e+00 3.47851e+00
3.13000e+00 2.46300e+02 2.97321e+00 2.97321e+00
3.46000e+00 2.12700e+02 2.52982e+00 2.52982e+00
3.83000e+00 1.82000e+02 2.11896e+00 2.11896e+00
4.22000e+00 1.55200e+02 1.80278e+00 1.80278e+00
4.65000e+00 1.29100e+02 1.48661e+00 1.48661e+00
5.12000e+00 1.08400e+02 1.26491e+00 1.26491e+00
5.63000e+00 8.94500e+01 1.03407e+00 1.03407e+00
6.19000e+00 7.34700e+01 8.53815e-01 8.53815e-01
6.78000e+00 5.94900e+01 6.95701e-01 6.95701e-01
7.42000e+00 4.89100e+01 5.72451e-01 5.72451e-01
8.12000e+00 3.94400e+01 4.68188e-01 4.68188e-01
8.87000e+00 3.18000e+01 3.82753e-01 3.82753e-01
9.68000e+00 2.59900e+01 3.10161e-01 3.10161e-01
1.06000e+01 2.10700e+01 2.60000e-01 2.60000e-01
1.20000e+01 1.52200e+01 1.86815e-01 1.86815e-01
1.48000e+01 8.97800e+00 1.09636e-01 1.09636e-01
1.97000e+01 4.32500e+00 5.36004e-02 5.36004e-02
2.81000e+01 1.67100e+00 2.18403e-02 2.18403e-02
4.10000e+01 5.86800e-01 7.91202e-03 7.91202e-03
5.91000e+01 2.09100e-01 2.95296e-03 2.95296e-03
8.48000e+01 7.59200e-02 1.19038e-03 1.19038e-03
