# Kinetic Energy/nuc [GeV/nuc], LIS [(m^2 s sr GeV/n)^{-1}]
1.000000000000000021e-03 1.538156791371259715e+04
1.101184350600909259e-03 1.652166055885929018e+04
1.212606974008346170e-03 1.688037513104973186e+04
1.335303823207514449e-03 1.719675037438972504e+04
1.470415673413678426e-03 1.751739881463494748e+04
1.619198728441440058e-03 1.784528490194346887e+04
1.783036300272605387e-03 1.818032641451528980e+04
1.963451670413536923e-03 1.852214232969095974e+04
2.162122252620600916e-03 1.887024804581239732e+04
2.380895188671791791e-03 1.922406187537212099e+04
2.621804522186376319e-03 1.958288689562582294e+04
2.887090110166332362e-03 1.994590175083869326e+04
3.179218448089820605e-03 2.031214413178456016e+04
3.500905602178219084e-03 2.068049406303769865e+04
3.855142462049707727e-03 2.104965906264570367e+04
4.245222548546198800e-03 2.141816291931644810e+04
4.674772635277183071e-03 2.178432842554495801e+04
5.147786468584604827e-03 2.214626857726030721e+04
5.668661899440487553e-03 2.250188195758473012e+04
6.242241772511489609e-03 2.284884238811256364e+04
6.873858952556933556e-03 2.318461370362579692e+04
7.569385906793654577e-03 2.350644709891442835e+04
8.335289304220245415e-03 2.381140960849014664e+04
9.178690139538474291e-03 2.409640137336217958e+04
1.010742994067464692e-02 2.435819945644826657e+04
1.113014367546599596e-02 2.459349515817422434e+04
1.225634003536284211e-02 2.479895786522572962e+04
1.349648984258495360e-02 2.497128176531675490e+04
1.486212340269867961e-02 2.510726532275586942e+04
1.636593770775132684e-02 2.520388602230011747e+04
1.802191448668508111e-02 2.525838330394855438e+04
1.984545020060542869e-02 2.526839060939764386e+04
2.185349919153637202e-02 2.523192753484851346e+04
2.406473131558947362e-02 2.514736194709398842e+04
2.649970552614275970e-02 2.501397334839827818e+04
2.918106102092083917e-02 2.483165929149904696e+04
3.213372773016823225e-02 2.460044506728620399e+04
3.538515810293173941e-02 2.432073993469036577e+04
3.896558234648738600e-02 2.399379508283113319e+04
4.290828949200296144e-02 2.362153770443952453e+04
4.724993689964709920e-02 2.320631633857288034e+04
5.203089108077182945e-02 2.275059836971114419e+04
5.729560300596639455e-02 2.225666191433176209e+04
6.309302138841260676e-02 2.172668867066390158e+04
6.947704778504841527e-02 2.116325517595473866e+04
7.650703774684687597e-02 2.056912330348234900e+04
8.424835267766081492e-02 1.994729066818086358e+04
9.277296753254629658e-02 1.930094149209935131e+04
1.021601400056462855e-01 1.863297886187962649e+04
1.124971474294155227e-01 1.794608295935366914e+04
1.238800982365157316e-01 1.724338596170930032e+04
1.364148255289543421e-01 1.652782755050469495e+04
1.502178710624380020e-01 1.580219817636931839e+04
1.654175687945419748e-01 1.506941267673901348e+04
1.821552380709988428e-01 1.433244831055714894e+04
2.005864975437669784e-01 1.359446312011713417e+04
2.208827120370437935e-01 1.285939648876002684e+04
2.432325858134798402e-01 1.212145602116313967e+04
2.678439170539968495e-01 1.138475495988542389e+04
2.949455298635091371e-01 1.065201340512348361e+04
3.247894017653895626e-01 9.925015914202542263e+03
3.576530064650781382e-01 9.208478511542916749e+03
3.938418936647100077e-01 8.504493517571272605e+03
4.336925299146058843e-01 7.815333271029877324e+03
4.775754269144809050e-01 7.143149620966612929e+03
5.258985863497748214e-01 6.490245965419563618e+03
5.791112932915127853e-01 5.859558370925066811e+03
6.377082934288674787e-01 5.255283285943822193e+03
7.022343929722810740e-01 4.683046463639206195e+03
7.732895239948054389e-01 4.148527063408634604e+03
8.515343223067055600e-01 3.654772579157083783e+03
9.376962697236954636e-01 3.201976214570297543e+03
1.032576457836583028e+00 2.789089855789962257e+03
1.137057036168564350e+00 2.414883971806138561e+03
1.252109413969475504e+00 2.078126693730988791e+03
1.378803291903261119e+00 1.777370370071151683e+03
1.518316607600889157e+00 1.510905409865274578e+03
1.671946487547561588e+00 1.276795355254055721e+03
1.841121307129532036e+00 1.072783229951408885e+03
2.027413970968932055e+00 8.964525501085893211e+02
2.232556537020632614e+00 7.452758904049093189e+02
2.458456320398881623e+00 6.166334857956985616e+02
2.707213626659141337e+00 5.079506291020771869e+02
2.981141279410580491e+00 4.167356885726325118e+02
3.282786123817305501e+00 3.406344653217113319e+02
3.614952705917433562e+00 2.774690869466442678e+02
3.980729347918690486e+00 2.252724493778193562e+02
4.383516861905822459e+00 1.823027637667521788e+02
4.827060168925900285e+00 1.470452476348905293e+02
5.315483117430179760e+00 1.182002009965423355e+02
5.853326824797451700e+00 9.466760347469707426e+01
6.445591898419468002e+00 7.552570459377143663e+01
7.097784928899519841e+00 6.000678839022439348e+01
7.815969687635141661e+00 4.747299301742499011e+01
8.606823504794890667e+00 3.739565213565087021e+01
9.477699351864208310e+00 2.933329958303164986e+01
1.043669420597325015e+01 2.291677641536907117e+01
1.149272433162492035e+01 1.783733458125204052e+01
1.265560817975564945e+01 1.383736403403893078e+01
1.393615767488380186e+01 1.070296351140636837e+01
1.534627873908878826e+01 8.257839437688373252e+00
1.689908198744401702e+01 6.357957347547436910e+00
1.860900462409505352e+01 4.886730724732292863e+00
2.049194467231346195e+01 3.750644243138383960e+00
2.256540878653124693e+01 2.875362096180322347e+00
2.484867502064044587e+01 2.202324283153778151e+00
2.736297206589702924e+01 1.685584820037648202e+00
3.013167662489562204e+01 1.289319566485209956e+00
3.318053075670226804e+01 9.857261980657132661e-01
3.653788121391273336e+01 7.533064710678453180e-01
4.023494299687563824e+01 5.754825534422386424e-01
4.430608957547907778e+01 4.394983016169535794e-01
4.878917247683961023e+01 3.355537979157934836e-01
5.372587321026446716e+01 2.561293382573838762e-01
5.916209080151182320e+01 1.954610233407400033e-01
6.514836853945479334e+01 1.491335653492303626e-01
7.174036390282833509e+01 1.137667713255692131e-01
7.899936603620889741e+01 8.677425312819382619e-02
8.699286558646616641e+01 6.617787434711949746e-02
9.579518219774487875e+01 5.046523179667437853e-02
1.054881554991196424e+02 3.847998447022554086e-02
1.161619060093857314e+02 2.933985901699190380e-02
1.279156730335092078e+02 2.237121993651017271e-02
1.408587373410832981e+02 1.705913616182484771e-02
1.551114372054047692e+02 1.301042963243560259e-02
1.708062872498072693e+02 9.925022840498178359e-03
1.880892105037312660e+02 7.573950636904649980e-03
2.071208951235893778e+02 5.782541384658344656e-03
2.280782883925486431e+02 4.417565418875372789e-03
2.511562418897154600e+02 3.377431569272547687e-03
2.765693231246916071e+02 2.584681084720445200e-03
3.045538104811963649e+02 1.980265646699940277e-03
3.353698900177685118e+02 1.519185973973971723e-03
3.693040745503145104e+02 1.167166066503755708e-03
4.066718675079584955e+02 8.981163095225891098e-04
4.478206963294099978e+02 6.921972807044004519e-04
4.931331426731480860e+02 5.343385532558755533e-04
5.430304994743169118e+02 4.131062088998562333e-04
5.979766879201127949e+02 3.198204180400954981e-04
6.584825707617915214e+02 2.479010452191785776e-04
7.251107020663404228e+02 1.923539005456979963e-04
7.984805575686934844e+02 1.493816050272914219e-04
8.792742942537332738e+02 1.160899986867347836e-04
9.682430927178695583e+02 9.026726138514782813e-05
1.066214141278344641e+03 7.021861388441966807e-05
1.174098326765099500e+03 5.464034284992793055e-05
1.292898703500439524e+03 4.252794062252348249e-05
1.423719819206888360e+03 3.310583643027413894e-05
1.567777984550983319e+03 2.577386680876831280e-05
1.726412581804176170e+03 2.006687039646879787e-05
1.901098517763269911e+03 1.562386869550816225e-05
2.093459936711500177e+03 1.216446078620025977e-05
2.305285320916673300e+03 9.470671311266869191e-06
2.538544119063433754e+03 7.372957656968484019e-06
2.795405057222628784e+03 5.739389056968731843e-06
3.078256302604196662e+03 4.467273335065038505e-06
3.389727667566356104e+03 3.476656802429045373e-06
3.732715060322990666e+03 2.705279605304767734e-06
4.110407409680012279e+03 2.104655359924206014e-06
4.526316314133648120e+03 1.637020738745896585e-06
4.984308690993559139e+03 1.272963139759848630e-06
5.488642729086218424e+03 9.895732258629588462e-07
6.044007479309207156e+03 7.690072398920728310e-07
6.655566451130142923e+03 5.973666999677627749e-07
7.329005620368941891e+03 4.638262804029725864e-07
8.070586294616398845e+03 3.599544633378834349e-07
8.887203327805751542e+03 2.791840443448777176e-07
9.786449225188011042e+03 2.163999519028810188e-07
1.077668473472744699e+04 1.676180756684881097e-07
1.186711658124157111e+04 1.297350511335706799e-07
1.306788306601977456e+04 1.003334332527519960e-07
1.439014832778359596e+04 7.752999347670517416e-08
1.584620614138116252e+04 5.985759311463228907e-08
1.744959421928494703e+04 4.617326055254507140e-08
1.921522007861266320e+04 3.558662812458515962e-08
2.115949964392066977e+04 2.740426060812421272e-08
2.330050987443094346e+04 2.108629126355372364e-08
2.565815683474529578e+04 1.621265310434083665e-08
2.825436077168526390e+04 1.245673513179113033e-08
3.111325991801208875e+04 9.564834018730679422e-09
3.426143491789342806e+04 7.340091452425461556e-09
3.772815596071576147e+04 5.629942731405891121e-09
4.154565492097067909e+04 4.316299702350181402e-09
4.574942503443853639e+04 3.307876519217218890e-09
5.037855089691315516e+04 2.534194931908298801e-09
5.547607185363213648e+04 1.940905328661142574e-09
6.108938215803137427e+04 1.486143271236335873e-09
6.727067162030251347e+04 1.137692884382693469e-09
7.407741084268980194e+04 8.707858437914477120e-10
8.157288555300424923e+04 6.663947690473097862e-10
8.982678500432721921e+04 5.099128452860987236e-10
9.891584991155751050e+04 3.901334527167940095e-10
1.089245859489956201e+05 2.984630797472857151e-10
1.199460494427176163e+05 2.283149638937128043e-10
1.320827125627234636e+05 1.746424160125701236e-10
1.454474160589890962e+05 1.335798442209527689e-10
1.601644183994980995e+05 1.021672556417266479e-10
1.763705510646235489e+05 7.813850005272205060e-11
1.942164907392226742e+05 5.975901937630271495e-11
2.138681602306582790e+05 4.570135260917820223e-11
2.355082711378085369e+05 3.494970786622618542e-11
2.593380226140304294e+05 2.672688652515583574e-11
2.855789720183548052e+05 2.043829619973789814e-11
3.144750948473071330e+05 1.562907944398037603e-11
3.462950530995910522e+05 1.195130418081252603e-11
3.813346931637819507e+05 9.138836358252004456e-12
4.199197964531559846e+05 6.988124293391425857e-12
4.624091083617342520e+05 5.343485788374519613e-12
5.091976737032615347e+05 4.085856546010288739e-12
5.607205096444194205e+05 3.124178602893719436e-12
6.174566502814005362e+05 2.388815518317753652e-12
6.799336004643364577e+05 1.826513419236625966e-12
7.487322402790610213e+05 1.396548117459679091e-12
8.244922257856613724e+05 1.067776536779414757e-12
9.079179362272813451e+05 8.163029442020427424e-13
9.997850230033559492e+05 6.153944882278357682e-13
# Created with HelMod Module version 4.1 - subBranch 1.1.02 (Nov 2020)
