# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 1.12300e+02 2.86531e+00 2.86531e+00
2.04000e+00 1.01700e+02 2.16333e+00 2.16333e+00
2.27000e+00 8.94600e+01 1.67410e+00 1.67410e+00
2.54000e+00 7.68700e+01 1.30602e+00 1.30602e+00
2.82000e+00 6.63100e+01 1.07005e+00 1.07005e+00
3.13000e+00 5.73400e+01 9.04268e-01 9.04268e-01
3.46000e+00 4.77600e+01 7.40270e-01 7.40270e-01
3.83000e+00 3.93700e+01 5.92030e-01 5.92030e-01
4.22000e+00 3.28600e+01 4.92037e-01 4.92037e-01
4.65000e+00 2.68500e+01 3.92046e-01 3.92046e-01
5.12000e+00 2.21600e+01 3.28024e-01 3.28024e-01
5.63000e+00 1.82900e+01 2.72029e-01 2.72029e-01
6.19000e+00 1.50200e+01 2.28035e-01 2.28035e-01
6.78000e+00 1.20200e+01 1.78045e-01 1.78045e-01
7.42000e+00 9.61400e+00 1.46492e-01 1.46492e-01
8.12000e+00 7.76700e+00 1.21380e-01 1.21380e-01
8.87000e+00 6.37700e+00 1.01415e-01 1.01415e-01
9.68000e+00 5.04600e+00 8.28070e-02 8.28070e-02
1.06000e+01 4.17000e+00 7.00357e-02 7.00357e-02
1.20000e+01 3.03700e+00 4.52217e-02 4.52217e-02
1.48000e+01 1.77600e+00 2.60768e-02 2.60768e-02
1.97000e+01 8.52600e-01 1.25897e-02 1.25897e-02
2.81000e+01 3.36800e-01 5.21536e-03 5.21536e-03
4.10000e+01 1.22100e-01 2.20227e-03 2.20227e-03
5.91000e+01 4.44800e-02 9.63328e-04 9.63328e-04
8.48000e+01 1.59900e-02 4.44072e-04 4.44072e-04
