# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 7.56900e+02 2.35051e+01 2.35051e+01
1.25000e+00 7.48600e+02 1.83109e+01 1.83109e+01
1.42000e+00 7.12300e+02 1.46328e+01 1.46328e+01
1.61000e+00 6.59300e+02 1.18309e+01 1.18309e+01
1.81000e+00 5.93800e+02 9.71700e+00 9.71700e+00
2.04000e+00 5.34200e+02 8.10247e+00 8.10247e+00
2.27000e+00 4.66500e+02 6.75426e+00 6.75426e+00
2.54000e+00 3.98100e+02 5.54617e+00 5.54617e+00
2.82000e+00 3.41100e+02 4.60977e+00 4.60977e+00
3.13000e+00 2.88200e+02 3.80132e+00 3.80132e+00
3.46000e+00 2.42000e+02 3.13050e+00 3.13050e+00
3.83000e+00 2.04000e+02 2.60000e+00 2.60000e+00
4.22000e+00 1.67800e+02 2.06155e+00 2.06155e+00
4.65000e+00 1.39800e+02 1.74642e+00 1.74642e+00
5.12000e+00 1.14300e+02 1.39284e+00 1.39284e+00
5.63000e+00 9.34900e+01 1.15694e+00 1.15694e+00
6.19000e+00 7.59500e+01 9.54620e-01 9.54620e-01
6.78000e+00 6.20300e+01 7.80000e-01 7.80000e-01
7.42000e+00 5.00600e+01 6.27694e-01 6.27694e-01
8.12000e+00 4.02700e+01 5.10784e-01 5.10784e-01
8.87000e+00 3.25500e+01 4.16293e-01 4.16293e-01
9.68000e+00 2.62500e+01 3.40147e-01 3.40147e-01
1.06000e+01 2.13800e+01 2.77308e-01 2.77308e-01
1.20000e+01 1.54300e+01 2.02485e-01 2.02485e-01
1.48000e+01 9.07300e+00 1.16387e-01 1.16387e-01
1.97000e+01 4.29700e+00 5.63205e-02 5.63205e-02
2.81000e+01 1.64700e+00 2.21359e-02 2.21359e-02
4.10000e+01 5.77800e-01 8.32586e-03 8.32586e-03
5.91000e+01 2.09200e-01 3.27567e-03 3.27567e-03
8.48000e+01 7.44600e-02 1.30599e-03 1.30599e-03
