# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 4.50100e+01 1.29850e+00 1.29850e+00
2.04000e+00 4.56600e+01 1.06668e+00 1.06668e+00
2.27000e+00 4.39000e+01 9.06863e-01 9.06863e-01
2.54000e+00 4.25700e+01 7.85684e-01 7.85684e-01
2.82000e+00 3.79100e+01 6.65282e-01 6.65282e-01
3.13000e+00 3.58600e+01 5.94138e-01 5.94138e-01
3.46000e+00 3.17900e+01 5.09313e-01 5.09313e-01
3.83000e+00 2.71200e+01 4.17732e-01 4.17732e-01
4.22000e+00 2.42900e+01 3.68782e-01 3.68782e-01
4.65000e+00 2.05500e+01 3.04795e-01 3.04795e-01
5.12000e+00 1.72900e+01 2.62488e-01 2.62488e-01
5.63000e+00 1.47900e+01 2.20227e-01 2.20227e-01
6.19000e+00 1.22400e+01 1.84391e-01 1.84391e-01
6.78000e+00 1.01400e+01 1.56205e-01 1.56205e-01
7.42000e+00 8.23500e+00 1.26254e-01 1.26254e-01
8.12000e+00 6.96700e+00 1.07713e-01 1.07713e-01
8.87000e+00 5.65800e+00 8.91964e-02 8.91964e-02
9.68000e+00 4.56800e+00 7.42765e-02 7.42765e-02
1.06000e+01 3.72500e+00 6.15224e-02 6.15224e-02
1.20000e+01 2.74200e+00 4.08044e-02 4.08044e-02
1.48000e+01 1.68200e+00 2.38537e-02 2.38537e-02
1.97000e+01 8.24600e-01 1.19202e-02 1.19202e-02
2.81000e+01 3.23600e-01 4.99300e-03 4.99300e-03
4.10000e+01 1.20900e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.45600e-02 9.55877e-04 9.55877e-04
8.48000e+01 1.72800e-02 4.64004e-04 4.64004e-04
