# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 1.16600e+02 3.00167e+00 3.00167e+00
2.04000e+00 1.03800e+02 2.16333e+00 2.16333e+00
2.27000e+00 9.16500e+01 1.72200e+00 1.72200e+00
2.54000e+00 8.16400e+01 1.39402e+00 1.39402e+00
2.82000e+00 6.89200e+01 1.10603e+00 1.10603e+00
3.13000e+00 5.79700e+01 9.16788e-01 9.16788e-01
3.46000e+00 4.93100e+01 7.60592e-01 7.60592e-01
3.83000e+00 4.06300e+01 5.98164e-01 5.98164e-01
4.22000e+00 3.33900e+01 4.84149e-01 4.84149e-01
4.65000e+00 2.73200e+01 3.98246e-01 3.98246e-01
5.12000e+00 2.25500e+01 3.28024e-01 3.28024e-01
5.63000e+00 1.84000e+01 2.70185e-01 2.70185e-01
6.19000e+00 1.48700e+01 2.20227e-01 2.20227e-01
6.78000e+00 1.21200e+01 1.78045e-01 1.78045e-01
7.42000e+00 9.62500e+00 1.45578e-01 1.45578e-01
8.12000e+00 7.87900e+00 1.21264e-01 1.21264e-01
8.87000e+00 6.37500e+00 1.00568e-01 1.00568e-01
9.68000e+00 5.20400e+00 8.34865e-02 8.34865e-02
1.06000e+01 4.16800e+00 6.85930e-02 6.85930e-02
1.20000e+01 3.00500e+00 4.44072e-02 4.44072e-02
1.48000e+01 1.79200e+00 2.60768e-02 2.60768e-02
1.97000e+01 8.55700e-01 1.24169e-02 1.24169e-02
2.81000e+01 3.44200e-01 5.26972e-03 5.26972e-03
4.10000e+01 1.24000e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.50300e-02 9.70824e-04 9.70824e-04
8.48000e+01 1.68700e-02 4.58039e-04 4.58039e-04
