# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 1.58700e+03 4.45533e+01 4.45533e+01
1.25000e+00 1.46800e+03 3.25576e+01 3.25576e+01
1.42000e+00 1.33200e+03 2.45153e+01 2.45153e+01
1.61000e+00 1.16700e+03 1.84391e+01 1.84391e+01
1.81000e+00 9.90900e+02 1.44554e+01 1.44554e+01
2.04000e+00 8.45000e+02 1.14018e+01 1.14018e+01
2.27000e+00 7.00400e+02 8.95600e+00 8.95600e+00
2.54000e+00 5.82800e+02 7.08802e+00 7.08802e+00
2.82000e+00 4.74000e+02 5.53624e+00 5.53624e+00
3.13000e+00 3.90000e+02 4.52217e+00 4.52217e+00
3.46000e+00 3.19000e+02 3.57351e+00 3.57351e+00
3.83000e+00 2.59700e+02 2.94109e+00 2.94109e+00
4.22000e+00 2.08600e+02 2.30868e+00 2.30868e+00
4.65000e+00 1.68400e+02 1.89737e+00 1.89737e+00
5.12000e+00 1.34500e+02 1.48661e+00 1.48661e+00
5.63000e+00 1.07800e+02 1.17047e+00 1.17047e+00
6.19000e+00 8.63900e+01 9.61353e-01 9.61353e-01
6.78000e+00 6.90200e+01 7.71622e-01 7.71622e-01
7.42000e+00 5.50000e+01 6.16847e-01 6.16847e-01
8.12000e+00 4.37900e+01 4.99800e-01 4.99800e-01
8.87000e+00 3.49300e+01 4.08534e-01 4.08534e-01
9.68000e+00 2.81400e+01 3.23110e-01 3.23110e-01
1.06000e+01 2.22400e+01 2.60000e-01 2.60000e-01
1.20000e+01 1.61300e+01 1.89737e-01 1.89737e-01
1.48000e+01 9.32100e+00 1.09895e-01 1.09895e-01
1.97000e+01 4.36100e+00 5.26308e-02 5.26308e-02
2.81000e+01 1.66900e+00 2.08806e-02 2.08806e-02
4.10000e+01 5.81700e-01 7.57694e-03 7.57694e-03
5.91000e+01 2.05700e-01 2.86531e-03 2.86531e-03
8.48000e+01 7.52300e-02 1.14634e-03 1.14634e-03
