# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 6.73300e+01 1.71406e+00 1.71406e+00
2.04000e+00 6.36100e+01 1.31822e+00 1.31822e+00
2.27000e+00 5.86700e+01 1.07713e+00 1.07713e+00
2.54000e+00 5.50500e+01 9.14385e-01 9.14385e-01
2.82000e+00 4.84400e+01 7.64853e-01 7.64853e-01
3.13000e+00 4.34200e+01 6.72681e-01 6.72681e-01
3.46000e+00 3.82400e+01 5.73847e-01 5.73847e-01
3.83000e+00 3.24400e+01 4.68615e-01 4.68615e-01
4.22000e+00 2.69200e+01 3.90512e-01 3.90512e-01
4.65000e+00 2.27500e+01 3.34215e-01 3.34215e-01
5.12000e+00 1.92600e+01 2.78029e-01 2.78029e-01
5.63000e+00 1.62100e+01 2.34307e-01 2.34307e-01
6.19000e+00 1.32100e+01 1.92094e-01 1.92094e-01
6.78000e+00 1.09800e+01 1.64012e-01 1.64012e-01
7.42000e+00 8.90700e+00 1.32910e-01 1.32910e-01
8.12000e+00 7.20100e+00 1.08577e-01 1.08577e-01
8.87000e+00 5.83900e+00 9.00278e-02 9.00278e-02
9.68000e+00 4.90600e+00 7.64853e-02 7.64853e-02
1.06000e+01 3.92900e+00 6.29682e-02 6.29682e-02
1.20000e+01 2.86800e+00 4.16173e-02 4.16173e-02
1.48000e+01 1.72100e+00 2.46982e-02 2.46982e-02
1.97000e+01 8.34600e-01 1.18701e-02 1.18701e-02
2.81000e+01 3.34200e-01 5.02494e-03 5.02494e-03
4.10000e+01 1.20000e-01 2.06155e-03 2.06155e-03
5.91000e+01 4.58000e-02 9.47945e-04 9.47945e-04
8.48000e+01 1.66200e-02 4.34166e-04 4.34166e-04
