# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 4.59800e+01 1.30096e+00 1.30096e+00
2.04000e+00 4.63700e+01 1.06212e+00 1.06212e+00
2.27000e+00 4.47500e+01 9.00278e-01 9.00278e-01
2.54000e+00 4.35600e+01 7.72334e-01 7.72334e-01
2.82000e+00 3.91100e+01 6.58559e-01 6.58559e-01
3.13000e+00 3.50900e+01 5.73149e-01 5.73149e-01
3.46000e+00 3.17100e+01 4.95782e-01 4.95782e-01
3.83000e+00 2.79700e+01 4.25206e-01 4.25206e-01
4.22000e+00 2.48200e+01 3.68782e-01 3.68782e-01
4.65000e+00 2.09400e+01 3.12410e-01 3.12410e-01
5.12000e+00 1.76400e+01 2.56125e-01 2.56125e-01
5.63000e+00 1.49300e+01 2.20227e-01 2.20227e-01
6.19000e+00 1.24100e+01 1.84391e-01 1.84391e-01
6.78000e+00 1.04800e+01 1.56205e-01 1.56205e-01
7.42000e+00 8.64100e+00 1.29190e-01 1.29190e-01
8.12000e+00 7.06400e+00 1.07815e-01 1.07815e-01
8.87000e+00 5.74400e+00 8.99389e-02 8.99389e-02
9.68000e+00 4.75600e+00 7.50067e-02 7.50067e-02
1.06000e+01 3.89000e+00 6.29682e-02 6.29682e-02
1.20000e+01 2.86700e+00 4.16173e-02 4.16173e-02
1.48000e+01 1.73500e+00 2.46982e-02 2.46982e-02
1.97000e+01 8.44100e-01 1.20067e-02 1.20067e-02
2.81000e+01 3.40500e-01 5.07740e-03 5.07740e-03
4.10000e+01 1.24000e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.48200e-02 9.41754e-04 9.41754e-04
8.48000e+01 1.70300e-02 4.56070e-04 4.56070e-04
