# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 6.03300e+02 1.88693e+01 1.88693e+01
1.25000e+00 6.11300e+02 1.50416e+01 1.50416e+01
1.42000e+00 5.97400e+02 1.20503e+01 1.20503e+01
1.61000e+00 5.78100e+02 9.92975e+00 9.92975e+00
1.81000e+00 5.32800e+02 8.06536e+00 8.06536e+00
2.04000e+00 4.80900e+02 6.70671e+00 6.70671e+00
2.27000e+00 4.25000e+02 5.57136e+00 5.57136e+00
2.54000e+00 3.66200e+02 4.49444e+00 4.49444e+00
2.82000e+00 3.17500e+02 3.73363e+00 3.73363e+00
3.13000e+00 2.72500e+02 3.19531e+00 3.19531e+00
3.46000e+00 2.31400e+02 2.65707e+00 2.65707e+00
3.83000e+00 1.95400e+02 2.21359e+00 2.21359e+00
4.22000e+00 1.61400e+02 1.80278e+00 1.80278e+00
4.65000e+00 1.33900e+02 1.48661e+00 1.48661e+00
5.12000e+00 1.09600e+02 1.17047e+00 1.17047e+00
5.63000e+00 8.98800e+01 9.90202e-01 9.90202e-01
6.19000e+00 7.31500e+01 8.19329e-01 8.19329e-01
6.78000e+00 5.92100e+01 6.61287e-01 6.61287e-01
7.42000e+00 4.82400e+01 5.44243e-01 5.44243e-01
8.12000e+00 3.93400e+01 4.49444e-01 4.49444e-01
8.87000e+00 3.15400e+01 3.64005e-01 3.64005e-01
9.68000e+00 2.54200e+01 2.91548e-01 2.91548e-01
1.06000e+01 2.05300e+01 2.41661e-01 2.41661e-01
1.20000e+01 1.49500e+01 1.77200e-01 1.77200e-01
1.48000e+01 8.80500e+00 1.03846e-01 1.03846e-01
1.97000e+01 4.16500e+00 4.94773e-02 4.94773e-02
2.81000e+01 1.62900e+00 1.99249e-02 1.99249e-02
4.10000e+01 5.70100e-01 7.40945e-03 7.40945e-03
5.91000e+01 2.03500e-01 2.77849e-03 2.77849e-03
8.48000e+01 7.54000e-02 1.13406e-03 1.13406e-03
