# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 4.79400e+01 1.37568e+00 1.37568e+00
2.04000e+00 4.84900e+01 1.14809e+00 1.14809e+00
2.27000e+00 4.57600e+01 9.71854e-01 9.71854e-01
2.54000e+00 4.38600e+01 8.37377e-01 8.37377e-01
2.82000e+00 4.05500e+01 7.24707e-01 7.24707e-01
3.13000e+00 3.76900e+01 6.52993e-01 6.52993e-01
3.46000e+00 3.31000e+01 5.54437e-01 5.54437e-01
3.83000e+00 2.87800e+01 4.70106e-01 4.70106e-01
4.22000e+00 2.49200e+01 4.00000e-01 4.00000e-01
4.65000e+00 2.11900e+01 3.36006e-01 3.36006e-01
5.12000e+00 1.82200e+01 2.86007e-01 2.86007e-01
5.63000e+00 1.53900e+01 2.44131e-01 2.44131e-01
6.19000e+00 1.28800e+01 2.08087e-01 2.08087e-01
6.78000e+00 1.05500e+01 1.72047e-01 1.72047e-01
7.42000e+00 8.60900e+00 1.40000e-01 1.40000e-01
8.12000e+00 7.08300e+00 1.16211e-01 1.16211e-01
8.87000e+00 5.87000e+00 9.82344e-02 9.82344e-02
9.68000e+00 4.76400e+00 8.16884e-02 8.16884e-02
1.06000e+01 3.80500e+00 6.66033e-02 6.66033e-02
1.20000e+01 2.88400e+00 4.54863e-02 4.54863e-02
1.48000e+01 1.71300e+00 2.64197e-02 2.64197e-02
1.97000e+01 8.33700e-01 1.29711e-02 1.29711e-02
2.81000e+01 3.41400e-01 5.50727e-03 5.50727e-03
4.10000e+01 1.24200e-01 2.28035e-03 2.28035e-03
5.91000e+01 4.58300e-02 1.00409e-03 1.00409e-03
8.48000e+01 1.64200e-02 4.48219e-04 4.48219e-04
