# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 7.80500e+02 2.37327e+01 2.37327e+01
1.25000e+00 7.66000e+02 1.81915e+01 1.81915e+01
1.42000e+00 7.38800e+02 1.45774e+01 1.45774e+01
1.61000e+00 6.85400e+02 1.17444e+01 1.17444e+01
1.81000e+00 6.17500e+02 9.61665e+00 9.61665e+00
2.04000e+00 5.50200e+02 7.94040e+00 7.94040e+00
2.27000e+00 4.78200e+02 6.60984e+00 6.60984e+00
2.54000e+00 4.11000e+02 5.44059e+00 5.44059e+00
2.82000e+00 3.50700e+02 4.49222e+00 4.49222e+00
3.13000e+00 2.97700e+02 3.79473e+00 3.79473e+00
3.46000e+00 2.50600e+02 3.03645e+00 3.03645e+00
3.83000e+00 2.07500e+02 2.52982e+00 2.52982e+00
4.22000e+00 1.73800e+02 2.08806e+00 2.08806e+00
4.65000e+00 1.44700e+02 1.77200e+00 1.77200e+00
5.12000e+00 1.18200e+02 1.45602e+00 1.45602e+00
5.63000e+00 9.57600e+01 1.15135e+00 1.15135e+00
6.19000e+00 7.86100e+01 9.55092e-01 9.55092e-01
6.78000e+00 6.28800e+01 7.68440e-01 7.68440e-01
7.42000e+00 5.09200e+01 6.22977e-01 6.22977e-01
8.12000e+00 4.10600e+01 5.09215e-01 5.09215e-01
8.87000e+00 3.28500e+01 4.14367e-01 4.14367e-01
9.68000e+00 2.65200e+01 3.32415e-01 3.32415e-01
1.06000e+01 2.13900e+01 2.69258e-01 2.69258e-01
1.20000e+01 1.56300e+01 1.96469e-01 1.96469e-01
1.48000e+01 9.13000e+00 1.15447e-01 1.15447e-01
1.97000e+01 4.33300e+00 5.65155e-02 5.65155e-02
2.81000e+01 1.67100e+00 2.28035e-02 2.28035e-02
4.10000e+01 5.86200e-01 8.28734e-03 8.28734e-03
5.91000e+01 2.07800e-01 3.13050e-03 3.13050e-03
8.48000e+01 7.45400e-02 1.22066e-03 1.22066e-03
