# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 6.15300e+01 1.58092e+00 1.58092e+00
2.04000e+00 6.09000e+01 1.27613e+00 1.27613e+00
2.27000e+00 5.69100e+01 1.06301e+00 1.06301e+00
2.54000e+00 5.36400e+01 9.06863e-01 9.06863e-01
2.82000e+00 4.75200e+01 7.58222e-01 7.58222e-01
3.13000e+00 4.20100e+01 6.51153e-01 6.51153e-01
3.46000e+00 3.67200e+01 5.59732e-01 5.59732e-01
3.83000e+00 3.14100e+01 4.67547e-01 4.67547e-01
4.22000e+00 2.72400e+01 4.04599e-01 4.04599e-01
4.65000e+00 2.25800e+01 3.26497e-01 3.26497e-01
5.12000e+00 1.90300e+01 2.76586e-01 2.76586e-01
5.63000e+00 1.55900e+01 2.34307e-01 2.34307e-01
6.19000e+00 1.29100e+01 1.92094e-01 1.92094e-01
6.78000e+00 1.04600e+01 1.56205e-01 1.56205e-01
7.42000e+00 8.68400e+00 1.31244e-01 1.31244e-01
8.12000e+00 7.09300e+00 1.09124e-01 1.09124e-01
8.87000e+00 5.83200e+00 9.20217e-02 9.20217e-02
9.68000e+00 4.72700e+00 7.56902e-02 7.56902e-02
1.06000e+01 3.80700e+00 6.29365e-02 6.29365e-02
1.20000e+01 2.80900e+00 4.14005e-02 4.14005e-02
1.48000e+01 1.68200e+00 2.38537e-02 2.38537e-02
1.97000e+01 8.21800e-01 1.18338e-02 1.18338e-02
2.81000e+01 3.31300e-01 4.99300e-03 4.99300e-03
4.10000e+01 1.19600e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.46700e-02 9.49210e-04 9.49210e-04
8.48000e+01 1.66800e-02 4.50000e-04 4.50000e-04
