# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 5.74900e+01 1.52552e+00 1.52552e+00
2.04000e+00 5.59200e+01 1.21211e+00 1.21211e+00
2.27000e+00 5.34500e+01 1.02069e+00 1.02069e+00
2.54000e+00 4.96400e+01 8.50412e-01 8.50412e-01
2.82000e+00 4.53700e+01 7.30000e-01 7.30000e-01
3.13000e+00 3.90400e+01 6.22896e-01 6.22896e-01
3.46000e+00 3.46000e+01 5.31507e-01 5.31507e-01
3.83000e+00 3.02700e+01 4.46878e-01 4.46878e-01
4.22000e+00 2.59200e+01 3.82884e-01 3.82884e-01
4.65000e+00 2.24200e+01 3.26497e-01 3.26497e-01
5.12000e+00 1.87100e+01 2.70185e-01 2.70185e-01
5.63000e+00 1.56000e+01 2.28035e-01 2.28035e-01
6.19000e+00 1.29300e+01 1.92094e-01 1.92094e-01
6.78000e+00 1.06400e+01 1.56205e-01 1.56205e-01
7.42000e+00 8.76800e+00 1.31503e-01 1.31503e-01
8.12000e+00 7.27000e+00 1.10752e-01 1.10752e-01
8.87000e+00 5.88700e+00 9.14385e-02 9.14385e-02
9.68000e+00 4.70900e+00 7.50067e-02 7.50067e-02
1.06000e+01 3.89900e+00 6.29682e-02 6.29682e-02
1.20000e+01 2.90000e+00 4.24382e-02 4.24382e-02
1.48000e+01 1.71700e+00 2.46982e-02 2.46982e-02
1.97000e+01 8.30400e-01 1.18701e-02 1.18701e-02
2.81000e+01 3.42200e-01 5.16236e-03 5.16236e-03
4.10000e+01 1.23600e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.64100e-02 9.62081e-04 9.62081e-04
8.48000e+01 1.65800e-02 4.42041e-04 4.42041e-04
