# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 1.03500e+02 2.55539e+00 2.55539e+00
2.04000e+00 9.52700e+01 1.96367e+00 1.96367e+00
2.27000e+00 8.35500e+01 1.53600e+00 1.53600e+00
2.54000e+00 7.21700e+01 1.22004e+00 1.22004e+00
2.82000e+00 6.32700e+01 1.01400e+00 1.01400e+00
3.13000e+00 5.36700e+01 8.48116e-01 8.48116e-01
3.46000e+00 4.49600e+01 6.98140e-01 6.98140e-01
3.83000e+00 3.79700e+01 5.78014e-01 5.78014e-01
4.22000e+00 3.21600e+01 4.86004e-01 4.86004e-01
4.65000e+00 2.63100e+01 3.92046e-01 3.92046e-01
5.12000e+00 2.13500e+01 3.22025e-01 3.22025e-01
5.63000e+00 1.73700e+01 2.64008e-01 2.64008e-01
6.19000e+00 1.39900e+01 2.14009e-01 2.14009e-01
6.78000e+00 1.13500e+01 1.78045e-01 1.78045e-01
7.42000e+00 9.27700e+00 1.44461e-01 1.44461e-01
8.12000e+00 7.68600e+00 1.21511e-01 1.21511e-01
8.87000e+00 6.20500e+00 1.00005e-01 1.00005e-01
9.68000e+00 5.01700e+00 8.28794e-02 8.28794e-02
1.06000e+01 4.01300e+00 6.79412e-02 6.79412e-02
1.20000e+01 2.89700e+00 4.44072e-02 4.44072e-02
1.48000e+01 1.73900e+00 2.60768e-02 2.60768e-02
1.97000e+01 8.36100e-01 1.25399e-02 1.25399e-02
2.81000e+01 3.35600e-01 5.30000e-03 5.30000e-03
4.10000e+01 1.22600e-01 2.20227e-03 2.20227e-03
5.91000e+01 4.47300e-02 9.76729e-04 9.76729e-04
8.48000e+01 1.65600e-02 4.56070e-04 4.56070e-04
