# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 1.23200e+02 3.17648e+00 3.17648e+00
2.04000e+00 1.11400e+02 2.41868e+00 2.41868e+00
2.27000e+00 9.73300e+01 1.88322e+00 1.88322e+00
2.54000e+00 8.28000e+01 1.45086e+00 1.45086e+00
2.82000e+00 7.00400e+01 1.16017e+00 1.16017e+00
3.13000e+00 5.86400e+01 9.48103e-01 9.48103e-01
3.46000e+00 5.03000e+01 7.92023e-01 7.92023e-01
3.83000e+00 4.19900e+01 6.44050e-01 6.44050e-01
4.22000e+00 3.38200e+01 5.14004e-01 5.14004e-01
4.65000e+00 2.81700e+01 4.22019e-01 4.22019e-01
5.12000e+00 2.29600e+01 3.44093e-01 3.44093e-01
5.63000e+00 1.86300e+01 2.86007e-01 2.86007e-01
6.19000e+00 1.52400e+01 2.36008e-01 2.36008e-01
6.78000e+00 1.22200e+01 1.86011e-01 1.86011e-01
7.42000e+00 9.77700e+00 1.51819e-01 1.51819e-01
8.12000e+00 7.87800e+00 1.25100e-01 1.25100e-01
8.87000e+00 6.37900e+00 1.02942e-01 1.02942e-01
9.68000e+00 5.15800e+00 8.50412e-02 8.50412e-02
1.06000e+01 4.10100e+00 6.93542e-02 6.93542e-02
1.20000e+01 3.05800e+00 4.60435e-02 4.60435e-02
1.48000e+01 1.81000e+00 2.69258e-02 2.69258e-02
1.97000e+01 8.74400e-01 1.30736e-02 1.30736e-02
2.81000e+01 3.39200e-01 5.38516e-03 5.38516e-03
4.10000e+01 1.24400e-01 2.26716e-03 2.26716e-03
5.91000e+01 4.50500e-02 9.90858e-04 9.90858e-04
8.48000e+01 1.69600e-02 4.64004e-04 4.64004e-04
