# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 1.14800e+03 3.27567e+01 3.27567e+01
1.25000e+00 1.13000e+03 2.57099e+01 2.57099e+01
1.42000e+00 1.04800e+03 1.96469e+01 1.96469e+01
1.61000e+00 9.52600e+02 1.56042e+01 1.56042e+01
1.81000e+00 8.38500e+02 1.23081e+01 1.23081e+01
2.04000e+00 7.38300e+02 9.96243e+00 9.96243e+00
2.27000e+00 6.18800e+02 7.90569e+00 7.90569e+00
2.54000e+00 5.25100e+02 6.41950e+00 6.41950e+00
2.82000e+00 4.38700e+02 5.15461e+00 5.15461e+00
3.13000e+00 3.63900e+02 4.14367e+00 4.14367e+00
3.46000e+00 2.99900e+02 3.38378e+00 3.38378e+00
3.83000e+00 2.44500e+02 2.75136e+00 2.75136e+00
4.22000e+00 2.00100e+02 2.21359e+00 2.21359e+00
4.65000e+00 1.63600e+02 1.80278e+00 1.80278e+00
5.12000e+00 1.32300e+02 1.48661e+00 1.48661e+00
5.63000e+00 1.05500e+02 1.17047e+00 1.17047e+00
6.19000e+00 8.42600e+01 9.33006e-01 9.33006e-01
6.78000e+00 6.81700e+01 7.52728e-01 7.52728e-01
7.42000e+00 5.45000e+01 6.07454e-01 6.07454e-01
8.12000e+00 4.33500e+01 4.90408e-01 4.90408e-01
8.87000e+00 3.49100e+01 3.95601e-01 3.95601e-01
9.68000e+00 2.77600e+01 3.23110e-01 3.23110e-01
1.06000e+01 2.20800e+01 2.60000e-01 2.60000e-01
1.20000e+01 1.60600e+01 1.89737e-01 1.89737e-01
1.48000e+01 9.26500e+00 1.07968e-01 1.07968e-01
1.97000e+01 4.35900e+00 5.16624e-02 5.16624e-02
2.81000e+01 1.65800e+00 2.08806e-02 2.08806e-02
4.10000e+01 5.83700e-01 7.53923e-03 7.53923e-03
5.91000e+01 2.05800e-01 2.77849e-03 2.77849e-03
8.48000e+01 7.44800e-02 1.11826e-03 1.11826e-03
