# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
3.13000e+00 2.55000e+02 2.97321e+00 2.97321e+00
3.46000e+00 2.18000e+02 2.46982e+00 2.46982e+00
3.83000e+00 1.84300e+02 2.02485e+00 2.02485e+00
4.22000e+00 1.55300e+02 1.70880e+00 1.70880e+00
4.65000e+00 1.29700e+02 1.39284e+00 1.39284e+00
5.12000e+00 1.06900e+02 1.17047e+00 1.17047e+00
5.63000e+00 8.79400e+01 9.64624e-01 9.64624e-01
6.19000e+00 7.13000e+01 7.97120e-01 7.97120e-01
6.78000e+00 5.84400e+01 6.48460e-01 6.48460e-01
7.42000e+00 4.75700e+01 5.31413e-01 5.31413e-01
8.12000e+00 3.84200e+01 4.36578e-01 4.36578e-01
8.87000e+00 3.09300e+01 3.54683e-01 3.54683e-01
9.68000e+00 2.52800e+01 2.91548e-01 2.91548e-01
1.06000e+01 2.06100e+01 2.37697e-01 2.37697e-01
1.20000e+01 1.49200e+01 1.67631e-01 1.67631e-01
1.48000e+01 8.75000e+00 1.01651e-01 1.01651e-01
1.97000e+01 4.21700e+00 5.04480e-02 5.04480e-02
2.81000e+01 1.63600e+00 1.96469e-02 1.96469e-02
4.10000e+01 5.72200e-01 7.40945e-03 7.40945e-03
5.91000e+01 2.03100e-01 2.77849e-03 2.77849e-03
8.48000e+01 7.54100e-02 1.12801e-03 1.12801e-03
