# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 7.82000e+02 2.31905e+01 2.31905e+01
1.25000e+00 7.72200e+02 1.78508e+01 1.78508e+01
1.42000e+00 7.29700e+02 1.39560e+01 1.39560e+01
1.61000e+00 6.77800e+02 1.11973e+01 1.11973e+01
1.81000e+00 6.14300e+02 9.10934e+00 9.10934e+00
2.04000e+00 5.45400e+02 7.46324e+00 7.46324e+00
2.27000e+00 4.70900e+02 6.13514e+00 6.13514e+00
2.54000e+00 4.09900e+02 5.09215e+00 5.09215e+00
2.82000e+00 3.48600e+02 4.11096e+00 4.11096e+00
3.13000e+00 2.94700e+02 3.38378e+00 3.38378e+00
3.46000e+00 2.46500e+02 2.78568e+00 2.78568e+00
3.83000e+00 2.06900e+02 2.34094e+00 2.34094e+00
4.22000e+00 1.71300e+02 1.89737e+00 1.89737e+00
4.65000e+00 1.41000e+02 1.58114e+00 1.58114e+00
5.12000e+00 1.14900e+02 1.26491e+00 1.26491e+00
5.63000e+00 9.37600e+01 1.02786e+00 1.02786e+00
6.19000e+00 7.65100e+01 8.50941e-01 8.50941e-01
6.78000e+00 6.20700e+01 6.89493e-01 6.89493e-01
7.42000e+00 5.02000e+01 5.63028e-01 5.63028e-01
8.12000e+00 4.07100e+01 4.58803e-01 4.58803e-01
8.87000e+00 3.28900e+01 3.76962e-01 3.76962e-01
9.68000e+00 2.64500e+01 3.04631e-01 3.04631e-01
1.06000e+01 2.12000e+01 2.50799e-01 2.50799e-01
1.20000e+01 1.54400e+01 1.77200e-01 1.77200e-01
1.48000e+01 9.08900e+00 1.06042e-01 1.06042e-01
1.97000e+01 4.27800e+00 5.06952e-02 5.06952e-02
2.81000e+01 1.66300e+00 2.08806e-02 2.08806e-02
4.10000e+01 5.80800e-01 7.53923e-03 7.53923e-03
5.91000e+01 2.08900e-01 2.86531e-03 2.86531e-03
8.48000e+01 7.51600e-02 1.13406e-03 1.13406e-03
