# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 6.02000e+01 1.61419e+00 1.61419e+00
2.04000e+00 5.84900e+01 1.28406e+00 1.28406e+00
2.27000e+00 5.52600e+01 1.08577e+00 1.08577e+00
2.54000e+00 5.22800e+01 9.23147e-01 9.23147e-01
2.82000e+00 4.58600e+01 7.81025e-01 7.81025e-01
3.13000e+00 4.16900e+01 6.81175e-01 6.81175e-01
3.46000e+00 3.64100e+01 5.82580e-01 5.82580e-01
3.83000e+00 3.19300e+01 4.92037e-01 4.92037e-01
4.22000e+00 2.72100e+01 4.14005e-01 4.14005e-01
4.65000e+00 2.29900e+01 3.50000e-01 3.50000e-01
5.12000e+00 1.91100e+01 2.94109e-01 2.94109e-01
5.63000e+00 1.61400e+01 2.50000e-01 2.50000e-01
6.19000e+00 1.32300e+01 2.00000e-01 2.00000e-01
6.78000e+00 1.08900e+01 1.72047e-01 1.72047e-01
7.42000e+00 8.82400e+00 1.38405e-01 1.38405e-01
8.12000e+00 7.29500e+00 1.16825e-01 1.16825e-01
8.87000e+00 6.02000e+00 9.74526e-02 9.74526e-02
9.68000e+00 4.91600e+00 8.09197e-02 8.09197e-02
1.06000e+01 4.02500e+00 6.80147e-02 6.80147e-02
1.20000e+01 2.95000e+00 4.54863e-02 4.54863e-02
1.48000e+01 1.76500e+00 2.64197e-02 2.64197e-02
1.97000e+01 8.47500e-01 1.27941e-02 1.27941e-02
2.81000e+01 3.41800e-01 5.42033e-03 5.42033e-03
4.10000e+01 1.25000e-01 2.28035e-03 2.28035e-03
5.91000e+01 4.52100e-02 9.68762e-04 9.68762e-04
8.48000e+01 1.66800e-02 4.48219e-04 4.48219e-04
