# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 7.91200e+01 1.92481e+00 1.92481e+00
2.04000e+00 7.62000e+01 1.51648e+00 1.51648e+00
2.27000e+00 7.14000e+01 1.26905e+00 1.26905e+00
2.54000e+00 6.43000e+01 1.05551e+00 1.05551e+00
2.82000e+00 5.68200e+01 8.86172e-01 8.86172e-01
3.13000e+00 5.05200e+01 7.72334e-01 7.72334e-01
3.46000e+00 4.20300e+01 6.37809e-01 6.37809e-01
3.83000e+00 3.52100e+01 5.18556e-01 5.18556e-01
4.22000e+00 2.98800e+01 4.40454e-01 4.40454e-01
4.65000e+00 2.53700e+01 3.70135e-01 3.70135e-01
5.12000e+00 2.07600e+01 2.98329e-01 2.98329e-01
5.63000e+00 1.71200e+01 2.48395e-01 2.48395e-01
6.19000e+00 1.41000e+01 2.06155e-01 2.06155e-01
6.78000e+00 1.14200e+01 1.70294e-01 1.70294e-01
7.42000e+00 9.35400e+00 1.40584e-01 1.40584e-01
8.12000e+00 7.37200e+00 1.12699e-01 1.12699e-01
8.87000e+00 6.00800e+00 9.41754e-02 9.41754e-02
9.68000e+00 4.92900e+00 7.92465e-02 7.92465e-02
1.06000e+01 4.03200e+00 6.57647e-02 6.57647e-02
1.20000e+01 2.88800e+00 4.22019e-02 4.22019e-02
1.48000e+01 1.73600e+00 2.46982e-02 2.46982e-02
1.97000e+01 8.39500e-01 1.20569e-02 1.20569e-02
2.81000e+01 3.30600e-01 4.99300e-03 4.99300e-03
4.10000e+01 1.22500e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.49900e-02 9.63328e-04 9.63328e-04
8.48000e+01 1.63000e-02 4.44072e-04 4.44072e-04
