# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.81000e+00 1.02900e+02 2.55539e+00 2.55539e+00
2.04000e+00 9.19800e+01 1.86703e+00 1.86703e+00
2.27000e+00 8.19500e+01 1.48678e+00 1.48678e+00
2.54000e+00 7.36000e+01 1.21824e+00 1.21824e+00
2.82000e+00 6.35700e+01 9.96393e-01 9.96393e-01
3.13000e+00 5.44500e+01 8.45044e-01 8.45044e-01
3.46000e+00 4.61100e+01 7.02922e-01 7.02922e-01
3.83000e+00 3.81400e+01 5.68507e-01 5.68507e-01
4.22000e+00 3.17800e+01 4.62277e-01 4.62277e-01
4.65000e+00 2.63600e+01 3.84187e-01 3.84187e-01
5.12000e+00 2.13500e+01 3.06105e-01 3.06105e-01
5.63000e+00 1.76900e+01 2.56125e-01 2.56125e-01
6.19000e+00 1.44600e+01 2.14009e-01 2.14009e-01
6.78000e+00 1.17000e+01 1.78045e-01 1.78045e-01
7.42000e+00 9.57400e+00 1.44170e-01 1.44170e-01
8.12000e+00 7.71100e+00 1.18444e-01 1.18444e-01
8.87000e+00 6.21000e+00 9.77446e-02 9.77446e-02
9.68000e+00 5.06700e+00 8.13941e-02 8.13941e-02
1.06000e+01 4.00400e+00 6.57647e-02 6.57647e-02
1.20000e+01 2.97900e+00 4.44072e-02 4.44072e-02
1.48000e+01 1.78500e+00 2.60768e-02 2.60768e-02
1.97000e+01 8.52100e-01 1.23309e-02 1.23309e-02
2.81000e+01 3.42900e-01 5.21536e-03 5.21536e-03
4.10000e+01 1.22400e-01 2.12603e-03 2.12603e-03
5.91000e+01 4.34500e-02 9.42603e-04 9.42603e-04
8.48000e+01 1.63600e-02 4.50000e-04 4.50000e-04
