# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
1.08000e+00 7.23100e+02 2.16723e+01 2.16723e+01
1.25000e+00 7.13600e+02 1.65656e+01 1.65656e+01
1.42000e+00 6.92300e+02 1.31472e+01 1.31472e+01
1.61000e+00 6.49800e+02 1.07280e+01 1.07280e+01
1.81000e+00 5.92600e+02 8.79318e+00 8.79318e+00
2.04000e+00 5.24300e+02 7.14703e+00 7.14703e+00
2.27000e+00 4.61000e+02 6.00833e+00 6.00833e+00
2.54000e+00 3.96700e+02 4.83839e+00 4.83839e+00
2.82000e+00 3.40600e+02 4.01622e+00 4.01622e+00
3.13000e+00 2.88800e+02 3.38378e+00 3.38378e+00
3.46000e+00 2.45600e+02 2.75136e+00 2.75136e+00
3.83000e+00 2.03300e+02 2.30868e+00 2.30868e+00
4.22000e+00 1.70200e+02 1.89737e+00 1.89737e+00
4.65000e+00 1.41000e+02 1.58114e+00 1.58114e+00
5.12000e+00 1.14500e+02 1.26491e+00 1.26491e+00
5.63000e+00 9.38700e+01 1.04062e+00 1.04062e+00
6.19000e+00 7.58600e+01 8.50941e-01 8.50941e-01
6.78000e+00 6.19400e+01 6.92892e-01 6.92892e-01
7.42000e+00 5.03800e+01 5.66480e-01 5.66480e-01
8.12000e+00 4.07500e+01 4.71699e-01 4.71699e-01
8.87000e+00 3.26300e+01 3.76962e-01 3.76962e-01
9.68000e+00 2.63700e+01 3.04631e-01 3.04631e-01
1.06000e+01 2.10900e+01 2.50799e-01 2.50799e-01
1.20000e+01 1.54200e+01 1.77200e-01 1.77200e-01
1.48000e+01 9.11500e+00 1.07005e-01 1.07005e-01
1.97000e+01 4.30700e+00 5.16624e-02 5.16624e-02
2.81000e+01 1.66100e+00 2.08806e-02 2.08806e-02
4.10000e+01 5.86200e-01 7.66942e-03 7.66942e-03
5.91000e+01 2.07200e-01 2.86531e-03 2.86531e-03
8.48000e+01 7.55500e-02 1.15256e-03 1.15256e-03
