# Rigidity	Flux	ErrInf	ErrSup
# - Original File in Rigidity
3.13000e+00 2.61200e+02 3.06757e+00 3.06757e+00
3.46000e+00 2.26000e+02 2.56320e+00 2.56320e+00
3.83000e+00 1.93400e+02 2.21359e+00 2.21359e+00
4.22000e+00 1.62500e+02 1.80278e+00 1.80278e+00
4.65000e+00 1.37600e+02 1.58114e+00 1.58114e+00
5.12000e+00 1.13900e+02 1.26491e+00 1.26491e+00
5.63000e+00 9.37300e+01 1.04676e+00 1.04676e+00
6.19000e+00 7.77200e+01 8.79204e-01 8.79204e-01
6.78000e+00 6.27300e+01 7.08378e-01 7.08378e-01
7.42000e+00 5.09500e+01 5.72451e-01 5.72451e-01
8.12000e+00 4.15000e+01 4.77598e-01 4.77598e-01
8.87000e+00 3.34200e+01 3.86264e-01 3.86264e-01
9.68000e+00 2.69500e+01 3.13847e-01 3.13847e-01
1.06000e+01 2.18100e+01 2.60000e-01 2.60000e-01
1.20000e+01 1.58400e+01 1.86815e-01 1.86815e-01
1.48000e+01 9.27300e+00 1.09895e-01 1.09895e-01
1.97000e+01 4.40300e+00 5.36004e-02 5.36004e-02
2.81000e+01 1.69600e+00 2.08806e-02 2.08806e-02
4.10000e+01 5.91600e-01 7.72528e-03 7.72528e-03
5.91000e+01 2.10600e-01 2.86531e-03 2.86531e-03
8.48000e+01 7.61100e-02 1.15603e-03 1.15603e-03
